,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
540,,,,,,LSch,negativ,120329,CATMA_5DD6B39F-5A24-4BF0-AA0B-8A0EA810C1BF,22,Emotionen des Leids,negativ,120218,Leid,"Ihr habt mit vns behertzt das schwere Joch getragen!
Der Donner der vns traff / hat auch nach euch geschlagen!
","['Ihr', 'habt', 'mit', 'vns', 'behertzt', 'das', 'schwere', 'Joch', 'getragen', '!', 'Der', 'Donner', 'der', 'vns', 'traff', '/', 'hat', 'auch', 'nach', 'euch', 'geschlagen', '!']",
541,,,salome,,,LSch,positiv,120482,CATMA_CC91F3DE-B9C5-4297-83BD-5B9B348BC12C,32,Emotionen der Zuneigung,positiv,120329,Verehrung,"Dennoch blib eure Trew' vom Weter vnbewegt /
Ob wir schon in dem Staub von vnserm Thron gelegt!
Habt danck für disen Dinst / den wir jtzt nicht belohnen!","['Dennoch', 'blib', 'eure', 'Trew', ""'"", 'vom', 'Weter', 'vnbewegt', '/', 'Ob', 'wir', 'schon', 'in', 'dem', 'Staub', 'von', 'vnserm', 'Thron', 'gelegt', '!', 'Habt', 'danck', 'für', 'disen', 'Dinst', '/', 'den', 'wir', 'jtzt', 'nicht', 'belohnen', '!']",
542,salome,,,,,LSch,positiv,120482,CATMA_7D7B9511-D4EC-4BCB-ACD9-5DE20476152B,32,Emotionen der Zuneigung,positiv,120329,Verehrung,"Dennoch blib eure Trew' vom Weter vnbewegt /
Ob wir schon in dem Staub von vnserm Thron gelegt!
Habt danck für disen Dinst / den wir jtzt nicht belohnen!","['Dennoch', 'blib', 'eure', 'Trew', ""'"", 'vom', 'Weter', 'vnbewegt', '/', 'Ob', 'wir', 'schon', 'in', 'dem', 'Staub', 'von', 'vnserm', 'Thron', 'gelegt', '!', 'Habt', 'danck', 'für', 'disen', 'Dinst', '/', 'den', 'wir', 'jtzt', 'nicht', 'belohnen', '!']",
543,,,,,,LSch,positiv,121223,CATMA_5DDB8D13-7DB4-4503-9C7A-6D2408A4D7FD,21,Emotionen der Zuneigung,positiv,121113,Verehrung,"Der HErr! der Herren HErr wird vns voll Lust erscheinen
Wir gehn durchs Finsternüß zu Gott der Licht von Licht","['Der', 'HErr', '!', 'der', 'Herren', 'HErr', 'wird', 'vns', 'voll', 'Lust', 'erscheinen', 'Wir', 'gehn', 'durchs', 'Finsternüß', 'zu', 'Gott', 'der', 'Licht', 'von', 'Licht']",
544,,,,,,LSch,negativ,121560,CATMA_340AB739-4EAE-4BB5-B716-4259ECE9EF6E_0,13,Emotionen des Leids,negativ,121504,Leid,Ach! hat vns Reussen diß / hat Perß vns diß versprochen!,"['Ach', '!', 'hat', 'vns', 'Reussen', 'diß', '/', 'hat', 'Perß', 'vns', 'diß', 'versprochen', '!']",
545,,,,,,LSch,negativ,121692,CATMA_340AB739-4EAE-4BB5-B716-4259ECE9EF6E_1,11,Emotionen des Leids,negativ,121642,Leid,Hilff JEsus hilff! sol diß nun vnser Heimzug seyn?,"['Hilff', 'JEsus', 'hilff', '!', 'sol', 'diß', 'nun', 'vnser', 'Heimzug', 'seyn', '?']",
546,,,,,,LSch,negativ,121810,CATMA_340AB739-4EAE-4BB5-B716-4259ECE9EF6E_2,9,Emotionen des Leids,negativ,121763,Leid,Muß jhre Majestet so kläglich von vns scheiden!,"['Muß', 'jhre', 'Majestet', 'so', 'kläglich', 'von', 'vns', 'scheiden', '!']",
547,,,,,,LSch,negativ,121935,CATMA_340AB739-4EAE-4BB5-B716-4259ECE9EF6E_3,10,Emotionen des Leids,negativ,121884,Leid,Ich glaube Gott verstopfft für vns sein gnädig Ohr.,"['Ich', 'glaube', 'Gott', 'verstopfft', 'für', 'vns', 'sein', 'gnädig', 'Ohr', '.']",
548,,,,,,LSch,negativ,122053,CATMA_340AB739-4EAE-4BB5-B716-4259ECE9EF6E_4,9,Emotionen des Leids,negativ,122006,Leid,Ich bin behertzt mit jhr mein Leben zu verliren,"['Ich', 'bin', 'behertzt', 'mit', 'jhr', 'mein', 'Leben', 'zu', 'verliren']",
549,,,,,,LSch,positiv,121754,CATMA_59AB6404-388D-48D3-878B-4E2465AD3496,13,Emotionen der Freude,positiv,121705,Freude,"Ja freylich! ja! wir gehn zu Gott ins Leben ein.
","['Ja', 'freylich', '!', 'ja', '!', 'wir', 'gehn', 'zu', 'Gott', 'ins', 'Leben', 'ein', '.']",
550,,,,,,LSch,positiv,121780,CATMA_45AE720A-A0DF-431A-81DF-E2AA2A0300DF_0,2,Emotionen der Zuneigung,positiv,121767,Verehrung,jhre Majestet,"['jhre', 'Majestet']",
551,,,,,,LSch,positiv,122053,CATMA_45AE720A-A0DF-431A-81DF-E2AA2A0300DF_1,9,Emotionen der Zuneigung,positiv,122006,Verehrung,Ich bin behertzt mit jhr mein Leben zu verliren,"['Ich', 'bin', 'behertzt', 'mit', 'jhr', 'mein', 'Leben', 'zu', 'verliren']",
552,,catharina,,,,LSch,negativ,121874,CATMA_42DE2740-C912-4809-A8DE-F8D1F952CB94,10,Emotionen des Leids,negativ,121823,Leid,Man muß was JEsus schickt / ohn widerwillen leiden.,"['Man', 'muß', 'was', 'JEsus', 'schickt', '/', 'ohn', 'widerwillen', 'leiden', '.']",
553,catharina,,,,,LSch,positiv,121996,CATMA_ADEFA263-A2A6-495C-A555-8558A01CD182,9,Emotionen der Zuneigung,positiv,121948,Verehrung,Geduldig Salome! schreib nicht dem Höchsten vor.,"['Geduldig', 'Salome', '!', 'schreib', 'nicht', 'dem', 'Höchsten', 'vor', '.']",
554,,,,,,LSch,positiv,122176,CATMA_2A47AF41-4DCE-42F3-82A5-6C4BB0E1015A_0,24,Emotionen der Freude,positiv,122066,Freude,"Gott heist vns nur allein / nicht dich zur Marter führen.
HErr wir gehn willig hin! welch Eyfer steckt vns an!","['Gott', 'heist', 'vns', 'nur', 'allein', '/', 'nicht', 'dich', 'zur', 'Marter', 'führen', '.', 'HErr', 'wir', 'gehn', 'willig', 'hin', '!', 'welch', 'Eyfer', 'steckt', 'vns', 'an', '!']",
555,,,,,,LSch,positiv,122453,CATMA_2A47AF41-4DCE-42F3-82A5-6C4BB0E1015A_1,26,Emotionen der Freude,positiv,122322,Freude,"Schaut JEsus geht voran! ein Augenblick beschwert
Die Ewigkeit erquickt. Creutz / Messer / Zang vnd Herd
Sind Staffeln zu der Ehr'.","['Schaut', 'JEsus', 'geht', 'voran', '!', 'ein', 'Augenblick', 'beschwert', 'Die', 'Ewigkeit', 'erquickt', '.', 'Creutz', '/', 'Messer', '/', 'Zang', 'vnd', 'Herd', 'Sind', 'Staffeln', 'zu', 'der', 'Ehr', ""'"", '.']",
556,,,,,,LSch,positiv,123359,CATMA_2A47AF41-4DCE-42F3-82A5-6C4BB0E1015A_2,36,Emotionen der Freude,positiv,123174,Freude,"Die Lust die vns empfing
Als der geschwinde Sturm der Wetter vberging
Zilt auff das seel'ge Reich das JEsus vns erworben.

Auff! Gott schenckt vns die Cron wenn wir / wie Er gestorben!
","['Die', 'Lust', 'die', 'vns', 'empfing', 'Als', 'der', 'geschwinde', 'Sturm', 'der', 'Wetter', 'vberging', 'Zilt', 'auff', 'das', ""seel'ge"", 'Reich', 'das', 'JEsus', 'vns', 'erworben', '.', 'Auff', '!', 'Gott', 'schenckt', 'vns', 'die', 'Cron', 'wenn', 'wir', '/', 'wie', 'Er', 'gestorben', '!']",
557,,,,,,LSch,positiv,122176,CATMA_F855EF00-93F5-46D8-B2A8-BBC2C3E64875_0,24,Emotionen der Zuneigung,positiv,122066,Verehrung,"Gott heist vns nur allein / nicht dich zur Marter führen.
HErr wir gehn willig hin! welch Eyfer steckt vns an!","['Gott', 'heist', 'vns', 'nur', 'allein', '/', 'nicht', 'dich', 'zur', 'Marter', 'führen', '.', 'HErr', 'wir', 'gehn', 'willig', 'hin', '!', 'welch', 'Eyfer', 'steckt', 'vns', 'an', '!']",
558,,,,,,LSch,positiv,122453,CATMA_F855EF00-93F5-46D8-B2A8-BBC2C3E64875_1,26,Emotionen der Zuneigung,positiv,122322,Verehrung,"Schaut JEsus geht voran! ein Augenblick beschwert
Die Ewigkeit erquickt. Creutz / Messer / Zang vnd Herd
Sind Staffeln zu der Ehr'.","['Schaut', 'JEsus', 'geht', 'voran', '!', 'ein', 'Augenblick', 'beschwert', 'Die', 'Ewigkeit', 'erquickt', '.', 'Creutz', '/', 'Messer', '/', 'Zang', 'vnd', 'Herd', 'Sind', 'Staffeln', 'zu', 'der', 'Ehr', ""'"", '.']",
559,,,,,,LSch,positiv,123359,CATMA_F855EF00-93F5-46D8-B2A8-BBC2C3E64875_2,36,Emotionen der Zuneigung,positiv,123174,Verehrung,"Die Lust die vns empfing
Als der geschwinde Sturm der Wetter vberging
Zilt auff das seel'ge Reich das JEsus vns erworben.

Auff! Gott schenckt vns die Cron wenn wir / wie Er gestorben!
","['Die', 'Lust', 'die', 'vns', 'empfing', 'Als', 'der', 'geschwinde', 'Sturm', 'der', 'Wetter', 'vberging', 'Zilt', 'auff', 'das', ""seel'ge"", 'Reich', 'das', 'JEsus', 'vns', 'erworben', '.', 'Auff', '!', 'Gott', 'schenckt', 'vns', 'die', 'Cron', 'wenn', 'wir', '/', 'wie', 'Er', 'gestorben', '!']",
560,,,,,,LSch,negativ,123173,CATMA_D6053DDF-F97B-4001-BD51-F4E467BA60A1,200,Emotionen des Leids,negativ,122177,Leid,"Wer ist der über vns mit Vrsach weinen kan?
Mißgönt man vns die Cron? wir fangen an zu leben
Vnd trotzen Perß vnd Tod! wer wil den Mutt begeben?
Schaut JEsus geht voran! ein Augenblick beschwert
Die Ewigkeit erquickt. Creutz / Messer / Zang vnd Herd
Sind Staffeln zu der Ehr'. Itzt wird der Traum erfüllet
Der / als vergangne Nacht vns Sorg vnd Schlaff vmbhüllet;
Auff disen Außgang wiß. Gurgistans Reich ist hin!
Wir haben von der Cron nur Dornen zu Gewin!
Nur Dornen! die wir noch als alle Lust verschwunden
Den Rosenblättern gleich / auff disem Har gefunden
Die Thränen filen vns als Perlen auff die Schoß /
Als diser Augenbrun schir vnauffhörlich floß.
Der Purpur ist entzwey / der Zepter gantz zustücket;
Als man vns von dem Thron in Staub vnd Stock gedrücket!
Vmbsonst sind Meurab / Reuß vnd Tamaras bemüht
Zu wenden vnser Leid das vnauffhörlich blüht /
Vnd täglich fruchtbar wird. Der endlich an vns setzte
Vnd auß den Dornen riß / vnd (wie es schin) verletzte;
Ist (Zweifels ohn) der Tod.","['Wer', 'ist', 'der', 'über', 'vns', 'mit', 'Vrsach', 'weinen', 'kan', '?', 'Mißgönt', 'man', 'vns', 'die', 'Cron', '?', 'wir', 'fangen', 'an', 'zu', 'leben', 'Vnd', 'trotzen', 'Perß', 'vnd', 'Tod', '!', 'wer', 'wil', 'den', 'Mutt', 'begeben', '?', 'Schaut', 'JEsus', 'geht', 'voran', '!', 'ein', 'Augenblick', 'beschwert', 'Die', 'Ewigkeit', 'erquickt', '.', 'Creutz', '/', 'Messer', '/', 'Zang', 'vnd', 'Herd', 'Sind', 'Staffeln', 'zu', 'der', 'Ehr', ""'"", '.', 'Itzt', 'wird', 'der', 'Traum', 'erfüllet', 'Der', '/', 'als', 'vergangne', 'Nacht', 'vns', 'Sorg', 'vnd', 'Schlaff', 'vmbhüllet', ';', 'Auff', 'disen', 'Außgang', 'wiß', '.', 'Gurgistans', 'Reich', 'ist', 'hin', '!', 'Wir', 'haben', 'von', 'der', 'Cron', 'nur', 'Dornen', 'zu', 'Gewin', '!', 'Nur', 'Dornen', '!', 'die', 'wir', 'noch', 'als', 'alle', 'Lust', 'verschwunden', 'Den', 'Rosenblättern', 'gleich', '/', 'auff', 'disem', 'Har', 'gefunden', 'Die', 'Thränen', 'filen', 'vns', 'als', 'Perlen', 'auff', 'die', 'Schoß', '/', 'Als', 'diser', 'Augenbrun', 'schir', 'vnauffhörlich', 'floß', '.', 'Der', 'Purpur', 'ist', 'entzwey', '/', 'der', 'Zepter', 'gantz', 'zustücket', ';', 'Als', 'man', 'vns', 'von', 'dem', 'Thron', 'in', 'Staub', 'vnd', 'Stock', 'gedrücket', '!', 'Vmbsonst', 'sind', 'Meurab', '/', 'Reuß', 'vnd', 'Tamaras', 'bemüht', 'Zu', 'wenden', 'vnser', 'Leid', 'das', 'vnauffhörlich', 'blüht', '/', 'Vnd', 'täglich', 'fruchtbar', 'wird', '.', 'Der', 'endlich', 'an', 'vns', 'setzte', 'Vnd', 'auß', 'den', 'Dornen', 'riß', '/', 'vnd', '(', 'wie', 'es', 'schin', ')', 'verletzte', ';', 'Ist', '(', 'Zweifels', 'ohn', ')', 'der', 'Tod', '.']",
561,,salome,,,,LSch,negativ,123672,CATMA_834924C6-38B0-47FF-9030-CCF749B1F1E7,64,Emotionen des Leids,negativ,123369,Leid,"Ach! wie wird Tamaras der wertte Fürst gequält
Der leider! alle Tag vnd Augenblicke zählt /
Der jede Stunde wündtscht der Mutter Hand zu küssen
Der Mutter! die (O Gott!) hir muß jhr Blut vergissen!
O grosser Printz! vmbsonst ist was man kan versucht!
Eu'r vnauffhörlich fleiß trägt leider! herbe Frucht.","['Ach', '!', 'wie', 'wird', 'Tamaras', 'der', 'wertte', 'Fürst', 'gequält', 'Der', 'leider', '!', 'alle', 'Tag', 'vnd', 'Augenblicke', 'zählt', '/', 'Der', 'jede', 'Stunde', 'wündtscht', 'der', 'Mutter', 'Hand', 'zu', 'küssen', 'Der', 'Mutter', '!', 'die', '(', 'O', 'Gott', '!', ')', 'hir', 'muß', 'jhr', 'Blut', 'vergissen', '!', 'O', 'grosser', 'Printz', '!', 'vmbsonst', 'ist', 'was', 'man', 'kan', 'versucht', '!', 'Eu', ""'"", 'r', 'vnauffhörlich', 'fleiß', 'trägt', 'leider', '!', 'herbe', 'Frucht', '.']",
562,salome,,,,,LSch,negativ,123672,CATMA_4019DB7C-E67F-4677-A4CA-B7FE9B101F74,64,Emotionen des Leids,negativ,123369,Mitleid,"Ach! wie wird Tamaras der wertte Fürst gequält
Der leider! alle Tag vnd Augenblicke zählt /
Der jede Stunde wündtscht der Mutter Hand zu küssen
Der Mutter! die (O Gott!) hir muß jhr Blut vergissen!
O grosser Printz! vmbsonst ist was man kan versucht!
Eu'r vnauffhörlich fleiß trägt leider! herbe Frucht.","['Ach', '!', 'wie', 'wird', 'Tamaras', 'der', 'wertte', 'Fürst', 'gequält', 'Der', 'leider', '!', 'alle', 'Tag', 'vnd', 'Augenblicke', 'zählt', '/', 'Der', 'jede', 'Stunde', 'wündtscht', 'der', 'Mutter', 'Hand', 'zu', 'küssen', 'Der', 'Mutter', '!', 'die', '(', 'O', 'Gott', '!', ')', 'hir', 'muß', 'jhr', 'Blut', 'vergissen', '!', 'O', 'grosser', 'Printz', '!', 'vmbsonst', 'ist', 'was', 'man', 'kan', 'versucht', '!', 'Eu', ""'"", 'r', 'vnauffhörlich', 'fleiß', 'trägt', 'leider', '!', 'herbe', 'Frucht', '.']",
563,,salome,,,,LSch,negativ,123566,CATMA_F97C9CD7-2C97-421B-95C6-11603243A34C,15,Emotionen des Leids,negativ,123513,Leid,Der Mutter! die (O Gott!) hir muß jhr Blut vergissen!,"['Der', 'Mutter', '!', 'die', '(', 'O', 'Gott', '!', ')', 'hir', 'muß', 'jhr', 'Blut', 'vergissen', '!']",
564,,catharina,,,,LSch,negativ,123783,CATMA_51EDAB50-AAB2-41CE-A006-148A4FC793E6,21,Emotionen des Leids,negativ,123686,Leid,"Wird er / wie jeder sol / Gott vber alles liben;
So kan sein Hertze nicht der Vntergang betrüben.","['Wird', 'er', '/', 'wie', 'jeder', 'sol', '/', 'Gott', 'vber', 'alles', 'liben', ';', 'So', 'kan', 'sein', 'Hertze', 'nicht', 'der', 'Vntergang', 'betrüben', '.']",
565,,catharina,,,,LSch,positiv,123783,CATMA_58A805A0-259B-4E92-B058-592FC3457CA1,21,Emotionen der Zuneigung,positiv,123686,Verehrung,"Wird er / wie jeder sol / Gott vber alles liben;
So kan sein Hertze nicht der Vntergang betrüben.","['Wird', 'er', '/', 'wie', 'jeder', 'sol', '/', 'Gott', 'vber', 'alles', 'liben', ';', 'So', 'kan', 'sein', 'Hertze', 'nicht', 'der', 'Vntergang', 'betrüben', '.']",
566,,,,,,LSch,positiv,124311,CATMA_87A12B1C-1B18-41A9-9E6F-8B23C54B21C2,90,Emotionen der Zuneigung,positiv,123884,Liebe,"Ade! die Zeit verleufft! nemmt dise letzte Küsse /
Ihr die ich zwar in Arm doch mehr ins Hertz einschlisse /
Der vns nun von der Welt vnd eurer Seiten nimm't
Hat wie vnd wenn jhr vns nachfolgen solt bestimmt.
Cassandra nimm den Ring. Ihr / dise Perlen schnure;
Den Demant Salome / Serena die Saphire.
Nemmt an zu guter Nacht die Steine von dem Har /
Die Ketten vnd was noch von Schmuck vns vbrig war /
Vnd denckt an vnsern Tod.","['Ade', '!', 'die', 'Zeit', 'verleufft', '!', 'nemmt', 'dise', 'letzte', 'Küsse', '/', 'Ihr', 'die', 'ich', 'zwar', 'in', 'Arm', 'doch', 'mehr', 'ins', 'Hertz', 'einschlisse', '/', 'Der', 'vns', 'nun', 'von', 'der', 'Welt', 'vnd', 'eurer', 'Seiten', ""nimm't"", 'Hat', 'wie', 'vnd', 'wenn', 'jhr', 'vns', 'nachfolgen', 'solt', 'bestimmt', '.', 'Cassandra', 'nimm', 'den', 'Ring', '.', 'Ihr', '/', 'dise', 'Perlen', 'schnure', ';', 'Den', 'Demant', 'Salome', '/', 'Serena', 'die', 'Saphire', '.', 'Nemmt', 'an', 'zu', 'guter', 'Nacht', 'die', 'Steine', 'von', 'dem', 'Har', '/', 'Die', 'Ketten', 'vnd', 'was', 'noch', 'von', 'Schmuck', 'vns', 'vbrig', 'war', '/', 'Vnd', 'denckt', 'an', 'vnsern', 'Tod', '.']",
567,,,,,,LSch,positiv,124488,CATMA_B15F1CC7-889A-4330-AE2B-C7DCB97221CA,34,Emotionen der Zuneigung,positiv,124312,Verehrung,"Hirmit bleibt Gott befohlen!
Wofern der Höchst euch noch wird in Gurgistan holen;
So zeigt dem Tamaras vnd allem Land-Volck an;
Der möge nicht vergehn der wie wir sterben kan.
","['Hirmit', 'bleibt', 'Gott', 'befohlen', '!', 'Wofern', 'der', 'Höchst', 'euch', 'noch', 'wird', 'in', 'Gurgistan', 'holen', ';', 'So', 'zeigt', 'dem', 'Tamaras', 'vnd', 'allem', 'Land-Volck', 'an', ';', 'Der', 'möge', 'nicht', 'vergehn', 'der', 'wie', 'wir', 'sterben', 'kan', '.']",
568,,,,,,LSch,positiv,124669,CATMA_4B960E11-DB2E-486A-AA50-AE50FC1AD43B,18,Emotionen der Freude,positiv,124589,Freude,"Last auß dem Jammerthale
Last auß der Hell' vns gehn! was sind die Thränen noth!","['Last', 'auß', 'dem', 'Jammerthale', 'Last', 'auß', 'der', 'Hell', ""'"", 'vns', 'gehn', '!', 'was', 'sind', 'die', 'Thränen', 'noth', '!']",
569,,,,,,LSch,negativ,124670,CATMA_8BEF7AF0-BE16-4490-9E87-4222B307F5E8,18,Emotionen des Leids,negativ,124589,Leid,"Last auß dem Jammerthale
Last auß der Hell' vns gehn! was sind die Thränen noth!
","['Last', 'auß', 'dem', 'Jammerthale', 'Last', 'auß', 'der', 'Hell', ""'"", 'vns', 'gehn', '!', 'was', 'sind', 'die', 'Thränen', 'noth', '!']",
570,catharina,,,,,LSch,Emotionale Bewegtheit,124684,CATMA_0575571A-D20E-4F74-9B1D-393B3BEE5896,4,Emotionale Bewegtheit,Emotionale Bewegtheit,124670,Emotionale Bewegtheit,Was macht jhr?,"['Was', 'macht', 'jhr', '?']",
571,,,,,,LSch,negativ,124737,CATMA_F8CC8D39-567E-4496-BDC4-F9A04B2E9223_0,7,Emotionen des Leids,negativ,124699,Leid,Wertte Fraw wir wündtschen vns den Tod,"['Wertte', 'Fraw', 'wir', 'wündtschen', 'vns', 'den', 'Tod']",
572,,,,,,LSch,negativ,124788,CATMA_F8CC8D39-567E-4496-BDC4-F9A04B2E9223_1,9,Emotionen des Leids,negativ,124741,Leid,Sol jhre Majestet so kläglich von vns scheiden?,"['Sol', 'jhre', 'Majestet', 'so', 'kläglich', 'von', 'vns', 'scheiden', '?']",
573,,,,,,LSch,negativ,124817,CATMA_F8CC8D39-567E-4496-BDC4-F9A04B2E9223_2,4,Emotionen des Leids,negativ,124795,Leid,So kläglich vntergehn.,"['So', 'kläglich', 'vntergehn', '.']",
574,,,,,,LSch,negativ,124850,CATMA_F8CC8D39-567E-4496-BDC4-F9A04B2E9223_3,6,Emotionen des Leids,negativ,124824,Leid,O mehr denn herbes Leiden!,"['O', 'mehr', 'denn', 'herbes', 'Leiden', '!']",
575,,,,,,LSch,positiv,124737,CATMA_19253615-CE92-4C07-8CBC-3FC4D05E68FD_0,7,Emotionen der Zuneigung,positiv,124699,Verehrung,Wertte Fraw wir wündtschen vns den Tod,"['Wertte', 'Fraw', 'wir', 'wündtschen', 'vns', 'den', 'Tod']",
576,,,,,,LSch,positiv,124788,CATMA_19253615-CE92-4C07-8CBC-3FC4D05E68FD_1,9,Emotionen der Zuneigung,positiv,124741,Verehrung,Sol jhre Majestet so kläglich von vns scheiden?,"['Sol', 'jhre', 'Majestet', 'so', 'kläglich', 'von', 'vns', 'scheiden', '?']",
577,,,,,,LSch,positiv,124818,CATMA_19253615-CE92-4C07-8CBC-3FC4D05E68FD_2,4,Emotionen der Zuneigung,positiv,124795,Verehrung,"So kläglich vntergehn.
","['So', 'kläglich', 'vntergehn', '.']",
578,,,,,,LSch,positiv,124851,CATMA_19253615-CE92-4C07-8CBC-3FC4D05E68FD_3,6,Emotionen der Zuneigung,positiv,124824,Verehrung,"O mehr denn herbes Leiden!
","['O', 'mehr', 'denn', 'herbes', 'Leiden', '!']",
579,,,,,,LSch,positiv,125112,CATMA_19253615-CE92-4C07-8CBC-3FC4D05E68FD_4,52,Emotionen der Zuneigung,positiv,124856,Verehrung,"Bißher hab ich mein Land vnd Eltern nur beklagt;
Sie war stat beyder mir / sie die von Trost vns sagt /
Wenn schir das Hertze brach. Mit jhr fil vns die Bürde
Princesse ja nicht schwer. Es schin kein Vnfall würde

In jhrer Gegenwart vns vnerträglich seyn:
","['Bißher', 'hab', 'ich', 'mein', 'Land', 'vnd', 'Eltern', 'nur', 'beklagt', ';', 'Sie', 'war', 'stat', 'beyder', 'mir', '/', 'sie', 'die', 'von', 'Trost', 'vns', 'sagt', '/', 'Wenn', 'schir', 'das', 'Hertze', 'brach', '.', 'Mit', 'jhr', 'fil', 'vns', 'die', 'Bürde', 'Princesse', 'ja', 'nicht', 'schwer', '.', 'Es', 'schin', 'kein', 'Vnfall', 'würde', 'In', 'jhrer', 'Gegenwart', 'vns', 'vnerträglich', 'seyn', ':']",
580,,,,,,LSch,negativ,124788,CATMA_A7386130-1138-4BE6-BBAA-DEDD3F572698_0,9,Emotionen des Leids,negativ,124741,Leid,Sol jhre Majestet so kläglich von vns scheiden?,"['Sol', 'jhre', 'Majestet', 'so', 'kläglich', 'von', 'vns', 'scheiden', '?']",
581,,,,,,LSch,negativ,124817,CATMA_A7386130-1138-4BE6-BBAA-DEDD3F572698_1,4,Emotionen des Leids,negativ,124795,Leid,So kläglich vntergehn.,"['So', 'kläglich', 'vntergehn', '.']",
582,,,,,,LSch,negativ,125112,CATMA_AE476458-D502-406E-BF42-F6F51A80A2F8,52,Emotionen des Leids,negativ,124856,Leid,"Bißher hab ich mein Land vnd Eltern nur beklagt;
Sie war stat beyder mir / sie die von Trost vns sagt /
Wenn schir das Hertze brach. Mit jhr fil vns die Bürde
Princesse ja nicht schwer. Es schin kein Vnfall würde

In jhrer Gegenwart vns vnerträglich seyn:
","['Bißher', 'hab', 'ich', 'mein', 'Land', 'vnd', 'Eltern', 'nur', 'beklagt', ';', 'Sie', 'war', 'stat', 'beyder', 'mir', '/', 'sie', 'die', 'von', 'Trost', 'vns', 'sagt', '/', 'Wenn', 'schir', 'das', 'Hertze', 'brach', '.', 'Mit', 'jhr', 'fil', 'vns', 'die', 'Bürde', 'Princesse', 'ja', 'nicht', 'schwer', '.', 'Es', 'schin', 'kein', 'Vnfall', 'würde', 'In', 'jhrer', 'Gegenwart', 'vns', 'vnerträglich', 'seyn', ':']",
583,,,,,,LSch,negativ,125327,CATMA_F2CDE362-8047-435D-9076-76B87ACDBAC2,45,Emotionen des Leids,negativ,125112,Leid,"Nun greifft der neue Schmertz vns in die Seelen ein /
Vnd reist die Wunden auff die kaum die Zeit gelindert.
Die Glut der Angst entbrent / die Hoffnung ist gemindert
Was sag ich? Sie ist hin! wer hilfft vns ferner?
","['Nun', 'greifft', 'der', 'neue', 'Schmertz', 'vns', 'in', 'die', 'Seelen', 'ein', '/', 'Vnd', 'reist', 'die', 'Wunden', 'auff', 'die', 'kaum', 'die', 'Zeit', 'gelindert', '.', 'Die', 'Glut', 'der', 'Angst', 'entbrent', '/', 'die', 'Hoffnung', 'ist', 'gemindert', 'Was', 'sag', 'ich', '?', 'Sie', 'ist', 'hin', '!', 'wer', 'hilfft', 'vns', 'ferner', '?']",
584,unpersönlich,,,Ereignis,,LSch,negativ,125248,CATMA_370CCBC8-FFB3-49CD-A714-C5A37BA600A5,5,Emotionen der Angst,negativ,125221,Angst,Die Glut der Angst entbrent,"['Die', 'Glut', 'der', 'Angst', 'entbrent']",
585,catharina,,,,,LSch,positiv,125467,CATMA_8CE16CA5-2241-438F-887E-7DD0BE208F5F,29,Emotionen der Zuneigung,positiv,125340,Verehrung,"Gott
Der aller Vater ist / der Waysen auß dem Kott
Vnd Witwen auß dem Staub / vnd Todten von der Bare
Kan retten / wenn Er wil.","['Gott', 'Der', 'aller', 'Vater', 'ist', '/', 'der', 'Waysen', 'auß', 'dem', 'Kott', 'Vnd', 'Witwen', 'auß', 'dem', 'Staub', '/', 'vnd', 'Todten', 'von', 'der', 'Bare', 'Kan', 'retten', '/', 'wenn', 'Er', 'wil', '.']",
586,,catharina,,,,LSch,positiv,125520,CATMA_6827F4F9-9426-4C1D-A058-F8B20548A8C7,11,Emotionen der Zuneigung,positiv,125468,Verehrung,"Glaubt daß Er euch beware
Vnd bleibt jhm Ewig trew.
","['Glaubt', 'daß', 'Er', 'euch', 'beware', 'Vnd', 'bleibt', 'jhm', 'Ewig', 'trew', '.']",
587,,salome,,,,LSch,negativ,125604,CATMA_EF078987-F37F-4B16-9049-C46DB505D9EC,15,Emotionen des Leids,negativ,125530,Leid,"Ach kans nicht möglich seyn;
Daß wir zu vnserm Trost beywohnen jhrer Pein?","['Ach', 'kans', 'nicht', 'möglich', 'seyn', ';', 'Daß', 'wir', 'zu', 'vnserm', 'Trost', 'beywohnen', 'jhrer', 'Pein', '?']",
588,catharina,salome,,,,LSch,negativ,125604,CATMA_9D57D530-A64A-4907-B2CE-573F0E95FBAA,9,Emotionen des Leids,negativ,125559,Leid,Daß wir zu vnserm Trost beywohnen jhrer Pein?,"['Daß', 'wir', 'zu', 'vnserm', 'Trost', 'beywohnen', 'jhrer', 'Pein', '?']",
589,,,,Ereignis,,LSch,negativ,125705,CATMA_60E07258-04CE-4501-82C7-594067D8E0DB,5,Emotionen des Leids,negativ,125688,Leid,Ach last vns mit.,"['Ach', 'last', 'vns', 'mit', '.']",
