,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
348,,,,,,LS,negativ,165719,CATMA_E96F459A-0F24-461F-9794-5811FEB4EC87,47,Emotionen der Ablehnung,negativ,165472,Ärger,"auffahrend und wild um sich sehend.
Wer darf so sprechen? – Ah, Minna, ich erschrecke vor mir selbst, wenn ich mir
              vorstelle, daß jemand anders dieses gesagt hätte, als Sie. Meine Wut gegen ihn würde
              ohne Grenzen sein.
","['auffahrend', 'und', 'wild', 'um', 'sich', 'sehend', '.', 'Wer', 'darf', 'so', 'sprechen', '?', '–', 'Ah', ',', 'Minna', ',', 'ich', 'erschrecke', 'vor', 'mir', 'selbst', ',', 'wenn', 'ich', 'mir', 'vorstelle', ',', 'daß', 'jemand', 'anders', 'dieses', 'gesagt', 'hätte', ',', 'als', 'Sie', '.', 'Meine', 'Wut', 'gegen', 'ihn', 'würde', 'ohne', 'Grenzen', 'sein', '.']"
349,,,,,,LS,negativ,166214,CATMA_5BE94217-581E-4621-8546-CBB0EDD1E841,19,Emotionen der Angst,negativ,166107,Verzweiflung,"überlegen Sie es noch einen
              Augenblick, daß Sie mir das Urteil über Leben und Tod sprechen! –","['überlegen', 'Sie', 'es', 'noch', 'einen', 'Augenblick', ',', 'daß', 'Sie', 'mir', 'das', 'Urteil', 'über', 'Leben', 'und', 'Tod', 'sprechen', '!', '–']"
350,,,,,,LS,negativ,166482,CATMA_7608EE72-53FF-46EA-903C-FDCB9B17FAEE,8,Emotionen des Leids,negativ,166432,Leid,so gewiß soll die unglückliche Barnhelm die Gattin,"['so', 'gewiß', 'soll', 'die', 'unglückliche', 'Barnhelm', 'die', 'Gattin']"
351,,das_fraeulein (Minna von Barnhelm),,,,LS,positiv,166536,CATMA_6F45C99A-FB3C-4AA7-A05F-AD5112BFA8C4,6,Emotionen der Freude,positiv,166483,Freude,"des glücklichern
              Tellheims nie werden!
","['des', 'glücklichern', 'Tellheims', 'nie', 'werden', '!']"
352,,,,,,LS,positiv,166658,CATMA_016C2BF8-AE33-4FB4-9FCF-69C8A4832264,9,Emotionen der Zuneigung,positiv,166610,Liebe,Gleichheit ist allein das feste Band der Liebe. ,"['Gleichheit', 'ist', 'allein', 'das', 'feste', 'Band', 'der', 'Liebe', '.']"
353,,,,,,LS,positiv,166750,CATMA_F91A01A3-0B64-4EE6-B441-CCE09681060A,13,Emotionen der Freude,positiv,166660,Freude,"Die glückliche Barnhelm wünschte,
              nur für den glücklichen Tellheim zu leben.","['Die', 'glückliche', 'Barnhelm', 'wünschte', ',', 'nur', 'für', 'den', 'glücklichen', 'Tellheim', 'zu', 'leben', '.']"
354,,,,,,LS,negativ,166919,CATMA_6EEE832D-A92E-418E-B592-A27ECE850B26,25,Emotionen des Leids,negativ,166751,Leid,"Auch die unglückliche Minna hätte sich
              endlich überreden lassen, das Unglück ihres Freundes durch sich, es sei zu vermehren,
              oder zu lindern","['Auch', 'die', 'unglückliche', 'Minna', 'hätte', 'sich', 'endlich', 'überreden', 'lassen', ',', 'das', 'Unglück', 'ihres', 'Freundes', 'durch', 'sich', ',', 'es', 'sei', 'zu', 'vermehren', ',', 'oder', 'zu', 'lindern']"
355,das_fraeulein (Minna von Barnhelm),,,,,LS,Emotionale Bewegtheit,167752,CATMA_9E9F844D-6420-4E8E-93B9-2BA308F788BE,13,Emotionale Bewegtheit,Emotionale Bewegtheit,167697,Emotionale Bewegtheit,"das ihm in die Hände greift.
Was wollen Sie, Tellheim?
","['das', 'ihm', 'in', 'die', 'Hände', 'greift', '.', 'Was', 'wollen', 'Sie', ',', 'Tellheim', '?']"
356,von_tellheim (Major von Tellheim),,,,,LS,positiv,167781,CATMA_97AB50AA-59F6-45C8-96FF-0105F8FCFD4D,3,Emotionen der Zuneigung,positiv,167767,Liebe,"Sie besitzen.
","['Sie', 'besitzen', '.']"
357,das_fraeulein (Minna von Barnhelm),,,,,LS,Emotionale Bewegtheit,167808,CATMA_82A20EFA-6BA0-4726-A77F-6C80B69FE292,3,Emotionale Bewegtheit,Emotionale Bewegtheit,167796,Emotionale Bewegtheit,"Halten Sie!
","['Halten', 'Sie', '!']"
358,,,,,,LS,negativ,168265,CATMA_B9B9BD79-808C-4AED-8B0A-A7FD0DA7F45E,45,Emotionen der Ablehnung,negativ,168008,Ärger,"Wie? in diesem Tone? – So soll ich, so muß ich in meinen eignen Augen verächtlich
              werden? Nimmermehr! Es ist eine nichtswürdige Kreatur, die sich nicht schämet, ihr
              ganzes Glück der blinden Zärtlichkeit eines Mannes zu verdanken!","['Wie', '?', 'in', 'diesem', 'Tone', '?', '–', 'So', 'soll', 'ich', ',', 'so', 'muß', 'ich', 'in', 'meinen', 'eignen', 'Augen', 'verächtlich', 'werden', '?', 'Nimmermehr', '!', 'Es', 'ist', 'eine', 'nichtswürdige', 'Kreatur', ',', 'die', 'sich', 'nicht', 'schämet', ',', 'ihr', 'ganzes', 'Glück', 'der', 'blinden', 'Zärtlichkeit', 'eines', 'Mannes', 'zu', 'verdanken', '!']"
359,von_tellheim (Major von Tellheim),,,,,LS,negativ,168302,CATMA_45B0E052-B28B-4991-8C7B-73B11235177C,4,Emotionen der Ablehnung,negativ,168281,Ärger,"Falsch, grundfalsch!
","['Falsch', ',', 'grundfalsch', '!']"
360,,,,,,LS,negativ,168384,CATMA_F3203EE3-B307-4BF8-A77E-95D74797AFB8,14,Emotionen der Ablehnung,negativ,168317,Ärger,"Wollen Sie es wagen, Ihre eigene Rede in meinem Munde zu schelten?
","['Wollen', 'Sie', 'es', 'wagen', ',', 'Ihre', 'eigene', 'Rede', 'in', 'meinem', 'Munde', 'zu', 'schelten', '?']"
361,von_tellheim (Major von Tellheim),,,,,LS,negativ,168638,CATMA_DC05976D-02D9-49E1-8188-F316A426CAE9,39,Emotionen der Ablehnung,negativ,168399,Ärger,"Sophistin! So entehrt sich das schwächere Geschlecht durch alles, was dem stärkern
              nicht ansteht? So soll sich der Mann alles erlauben, was dem Weibe geziemet? Welches
              bestimmte die Natur zur Stütze des andern?
","['Sophistin', '!', 'So', 'entehrt', 'sich', 'das', 'schwächere', 'Geschlecht', 'durch', 'alles', ',', 'was', 'dem', 'stärkern', 'nicht', 'ansteht', '?', 'So', 'soll', 'sich', 'der', 'Mann', 'alles', 'erlauben', ',', 'was', 'dem', 'Weibe', 'geziemet', '?', 'Welches', 'bestimmte', 'die', 'Natur', 'zur', 'Stütze', 'des', 'andern', '?']"
362,,,,,,LS,positiv,169560,CATMA_FAE33A1F-A554-4957-8F6B-F71674DB3355,60,Emotionen der Zuneigung,positiv,169198,Liebe,"Eher soll Ihr Schatten Sie verlassen! Kommen Sie nur, mein Fräulein; wohin Sie
              wollen; zu wem Sie wollen. Überall, an Bekannte und Unbekannte, will ich es erzählen,
                 in Ihrer Gegenwart des Tages hundertmal erzählen, welche Bande Sie an
              mich verknüpfen, aus welchem grausamen Eigensinne Sie diese Bande trennen wollen –","['Eher', 'soll', 'Ihr', 'Schatten', 'Sie', 'verlassen', '!', 'Kommen', 'Sie', 'nur', ',', 'mein', 'Fräulein', ';', 'wohin', 'Sie', 'wollen', ';', 'zu', 'wem', 'Sie', 'wollen', '.', 'Überall', ',', 'an', 'Bekannte', 'und', 'Unbekannte', ',', 'will', 'ich', 'es', 'erzählen', ',', 'in', 'Ihrer', 'Gegenwart', 'des', 'Tages', 'hundertmal', 'erzählen', ',', 'welche', 'Bande', 'Sie', 'an', 'mich', 'verknüpfen', ',', 'aus', 'welchem', 'grausamen', 'Eigensinne', 'Sie', 'diese', 'Bande', 'trennen', 'wollen', '–']"
363,,,,,,LS,Emotionale Bewegtheit,169964,CATMA_69923876-B279-4955-8ADD-3732643831E8,14,Emotionale Bewegtheit,Emotionale Bewegtheit,169901,Emotionale Bewegtheit,"O, Sie Unbarmherzige! Ich habe hier gestanden, wie auf Kohlen!
","['O', ',', 'Sie', 'Unbarmherzige', '!', 'Ich', 'habe', 'hier', 'gestanden', ',', 'wie', 'auf', 'Kohlen', '!']"
364,,,,,,LS,Emotionale Bewegtheit,170177,CATMA_1A29611A-2FF7-43F3-9D7D-0EF507ABE013,40,Emotionale Bewegtheit,Emotionale Bewegtheit,169989,Emotionale Bewegtheit,"Was sagst du? – Das ist nicht möglich! – Sie? Indem er das Fräulein wild
                anblickt.
 – Sag es laut; sag es ihr ins Gesicht! – Hören Sie doch, mein
              Fräulein! –
","['Was', 'sagst', 'du', '?', '–', 'Das', 'ist', 'nicht', 'möglich', '!', '–', 'Sie', '?', 'Indem', 'er', 'das', 'Fräulein', 'wild', 'anblickt', '.', '–', 'Sag', 'es', 'laut', ';', 'sag', 'es', 'ihr', 'ins', 'Gesicht', '!', '–', 'Hören', 'Sie', 'doch', ',', 'mein', 'Fräulein', '!', '–']"
365,,,,,,LS,negativ,170473,CATMA_42CC9D1E-DB5B-47F8-A81F-59B79230689B,16,Emotionen der Angst,negativ,170411,Verzweiflung,"Ist das wahr, mein Fräulein? – Nein, das kann nicht wahr sein!","['Ist', 'das', 'wahr', ',', 'mein', 'Fräulein', '?', '–', 'Nein', ',', 'das', 'kann', 'nicht', 'wahr', 'sein', '!']"
366,,,,,,LS,negativ,170725,CATMA_A04D3268-9BFF-4209-9B52-5797F7E43C6F,31,Emotionen der Angst,negativ,170572,Verzweiflung,"heftig.
Nun, so sei es wahr! – Welch schreckliches Licht, das mir auf einmal aufgegangen! Nun
              erkenne ich Sie, die Falsche, die Ungetreue!
","['heftig', '.', 'Nun', ',', 'so', 'sei', 'es', 'wahr', '!', '–', 'Welch', 'schreckliches', 'Licht', ',', 'das', 'mir', 'auf', 'einmal', 'aufgegangen', '!', 'Nun', 'erkenne', 'ich', 'Sie', ',', 'die', 'Falsche', ',', 'die', 'Ungetreue', '!']"
367,,,das_fraeulein (Minna von Barnhelm),,,LS,negativ,170782,CATMA_3D1A045C-978B-4226-840E-0A24FEA6CF46,9,Emotionen der Angst,negativ,170739,Angst,"erschrocken.
Wer? wer ist diese Ungetreue?
","['erschrocken', '.', 'Wer', '?', 'wer', 'ist', 'diese', 'Ungetreue', '?']"
368,das_fraeulein (Minna von Barnhelm),,,,,LS,Emotionale Bewegtheit,170859,CATMA_A55C0B5E-C540-4CDA-9530-51E6C8E32E0E,2,Emotionale Bewegtheit,Emotionale Bewegtheit,170849,Emotionale Bewegtheit,"Tellheim!
","['Tellheim', '!']"
369,,,,,,LS,negativ,171132,CATMA_4E65BE4C-D2DC-4061-9187-158788991348,48,Emotionen der Angst,negativ,170874,Verzweiflung,"Vergessen Sie meinen Namen! – Sie kamen hierher, mit mir zu brechen. Es ist klar! –
              Daß der Zufall  so gern dem Treulosen zu Statten kömmt! Er führte Ihnen
              Ihren Ring in die Hände. Ihre Arglist wußte mir den meinigen zuzuschanzen.","['Vergessen', 'Sie', 'meinen', 'Namen', '!', '–', 'Sie', 'kamen', 'hierher', ',', 'mit', 'mir', 'zu', 'brechen', '.', 'Es', 'ist', 'klar', '!', '–', 'Daß', 'der', 'Zufall', 'so', 'gern', 'dem', 'Treulosen', 'zu', 'Statten', 'kömmt', '!', 'Er', 'führte', 'Ihnen', 'Ihren', 'Ring', 'in', 'die', 'Hände', '.', 'Ihre', 'Arglist', 'wußte', 'mir', 'den', 'meinigen', 'zuzuschanzen', '.']"
370,,das_fraeulein (Minna von Barnhelm),,,,LS,Emotionale Bewegtheit,171230,CATMA_38879468-521B-440D-AFFA-ADAEB2D6BBF2,18,Emotionale Bewegtheit,Emotionale Bewegtheit,171148,Emotionale Bewegtheit,"Tellheim, was für Gespenster sehen Sie! Fassen Sie sich doch, und hören Sie mich.
","['Tellheim', ',', 'was', 'für', 'Gespenster', 'sehen', 'Sie', '!', 'Fassen', 'Sie', 'sich', 'doch', ',', 'und', 'hören', 'Sie', 'mich', '.']"
371,,,,,,LS,Emotionale Bewegtheit,171464,CATMA_F2A840F1-2239-4D8F-9E0C-DD838BE88498_0,9,Emotionale Bewegtheit,Emotionale Bewegtheit,171423,Emotionale Bewegtheit,"ohne ihn anzusehen.
Wer verlangt dich? –
","['ohne', 'ihn', 'anzusehen', '.', 'Wer', 'verlangt', 'dich', '?', '–']"
372,,,,,,LS,Emotionale Bewegtheit,171539,CATMA_F2A840F1-2239-4D8F-9E0C-DD838BE88498_1,4,Emotionale Bewegtheit,Emotionale Bewegtheit,171521,Emotionale Bewegtheit,Ich will sie nicht,"['Ich', 'will', 'sie', 'nicht']"
373,,,,,,LS,Emotionale Bewegtheit,171541,CATMA_F2A840F1-2239-4D8F-9E0C-DD838BE88498_2,2,Emotionale Bewegtheit,Emotionale Bewegtheit,171534,Emotionale Bewegtheit,"nicht!
","['nicht', '!']"
374,,,,,,LS,Emotionale Bewegtheit,171643,CATMA_F2A840F1-2239-4D8F-9E0C-DD838BE88498_3,2,Emotionale Bewegtheit,Emotionale Bewegtheit,171631,Emotionale Bewegtheit,Behalte dein,"['Behalte', 'dein']"
375,,,,,,LS,Emotionale Bewegtheit,171650,CATMA_F2A840F1-2239-4D8F-9E0C-DD838BE88498_4,3,Emotionale Bewegtheit,Emotionale Bewegtheit,171639,Emotionale Bewegtheit,"dein Geld!
","['dein', 'Geld', '!']"
376,,,,,,LS,Emotionale Bewegtheit,171791,CATMA_F2A840F1-2239-4D8F-9E0C-DD838BE88498_5,5,Emotionale Bewegtheit,Emotionale Bewegtheit,171773,Emotionale Bewegtheit,Weg damit! sag ich,"['Weg', 'damit', '!', 'sag', 'ich']"
377,,,,,,LS,Emotionale Bewegtheit,171907,CATMA_F2A840F1-2239-4D8F-9E0C-DD838BE88498_6,8,Emotionale Bewegtheit,Emotionale Bewegtheit,171852,Emotionale Bewegtheit,Alle Güte ist Verstellung; alle Dienstfertigkeit Betrug,"['Alle', 'Güte', 'ist', 'Verstellung', ';', 'alle', 'Dienstfertigkeit', 'Betrug']"
378,,,,,,LS,Emotionale Bewegtheit,171962,CATMA_F2A840F1-2239-4D8F-9E0C-DD838BE88498_7,4,Emotionale Bewegtheit,Emotionale Bewegtheit,171947,Emotionale Bewegtheit,"Wie du willst!
","['Wie', 'du', 'willst', '!']"
379,von_tellheim (Major von Tellheim),,,,,LS,Emotionale Bewegtheit,172066,CATMA_C3E69266-4F6E-45D9-9EC1-8C5B258FDC2C,9,Emotionale Bewegtheit,Emotionale Bewegtheit,172028,Emotionale Bewegtheit,"So vollziehe auch den, und packe dich!","['So', 'vollziehe', 'auch', 'den', ',', 'und', 'packe', 'dich', '!']"
380,,,,,,LS,negativ,172120,CATMA_B3B51724-A5DA-4740-BDC6-CFEFB4AB3029,10,Emotionen der Ablehnung,negativ,172076,Ärger,"Herr Major! Ärgerlich.
 ich bin ein Mensch –","['Herr', 'Major', '!', 'Ärgerlich', '.', 'ich', 'bin', 'ein', 'Mensch', '–']"
381,,,,,,LS,negativ,172189,CATMA_393DBEBB-473F-42F4-B358-A54270E55BE1,5,Emotionen der Ablehnung,negativ,172168,Ärger,"Der auch Galle hat –
","['Der', 'auch', 'Galle', 'hat', '–']"
382,von_tellheim (Major von Tellheim),,,,,LS,Emotionale Bewegtheit,172250,CATMA_40A2272E-804E-4ACA-8111-B0B01B55764C,12,Emotionale Bewegtheit,Emotionale Bewegtheit,172204,Emotionale Bewegtheit,"Gut! Galle ist noch das Beste, was wir haben.
","['Gut', '!', 'Galle', 'ist', 'noch', 'das', 'Beste', ',', 'was', 'wir', 'haben', '.']"
383,,,,,,LS,negativ,172367,CATMA_170E996E-E026-4DA1-8BC0-A292DE68110D,14,Emotionen der Ablehnung,negativ,172303,Ärger,"Wie vielmal soll ich dir es sagen? Ich brauche dein Geld nicht!
","['Wie', 'vielmal', 'soll', 'ich', 'dir', 'es', 'sagen', '?', 'Ich', 'brauche', 'dein', 'Geld', 'nicht', '!']"
384,paul_werner (Paul Werner),,,,,LS,negativ,172494,CATMA_99BE9B98-5BA4-4872-8859-5D334672993D,24,Emotionen der Ablehnung,negativ,172383,Ärger,"Nun so brauch es, wer da will! Indem er ihm den Beutel vor die Füße wirft, und
                bei Seite geht.
","['Nun', 'so', 'brauch', 'es', ',', 'wer', 'da', 'will', '!', 'Indem', 'er', 'ihm', 'den', 'Beutel', 'vor', 'die', 'Füße', 'wirft', ',', 'und', 'bei', 'Seite', 'geht', '.']"
385,,,,,,LS,negativ,172680,CATMA_846F6016-C4D0-4DC7-8036-2895B58268B2,32,Emotionen der Angst,negativ,172524,Verzweiflung,"Ah, liebe Franziska, ich hätte dir folgen sollen. Ich habe den Scherz zu weit
              getrieben. – Doch er darf mich ja nur hören – Auf ihn zugehend.
","['Ah', ',', 'liebe', 'Franziska', ',', 'ich', 'hätte', 'dir', 'folgen', 'sollen', '.', 'Ich', 'habe', 'den', 'Scherz', 'zu', 'weit', 'getrieben', '.', '–', 'Doch', 'er', 'darf', 'mich', 'ja', 'nur', 'hören', '–', 'Auf', 'ihn', 'zugehend', '.']"
386,paul_werner (Paul Werner),,,,,LS,negativ,172800,CATMA_4783D218-66D9-4E44-8A81-AAA029EC00A1,6,Emotionen der Ablehnung,negativ,172779,Ärger,"mürrisch.
Geh Sie! –
","['mürrisch', '.', 'Geh', 'Sie', '!', '–']"
387,,,,,,LS,negativ,173271,CATMA_9DD333A2-0704-4C7B-9BB0-835D249A4071,79,Emotionen der Angst,negativ,172856,Verzweiflung,"Tellheim! – Tellheim! Der vor Wut an den Fingern naget, das Gesicht wegwendet,
                und nichts höret.
 – Nein, das ist zu arg! – Hören Sie mich doch! – Sie
              betrügen sich! – Ein bloßes Mißverständnis, – Tellheim! – Sie wollen Ihre Minna nicht
              hören? – Können Sie einen solchen Verdacht fassen? – Ich mit Ihnen brechen wollen? –
              Ich darum hergekommen? – Tellheim!
","['Tellheim', '!', '–', 'Tellheim', '!', 'Der', 'vor', 'Wut', 'an', 'den', 'Fingern', 'naget', ',', 'das', 'Gesicht', 'wegwendet', ',', 'und', 'nichts', 'höret', '.', '–', 'Nein', ',', 'das', 'ist', 'zu', 'arg', '!', '–', 'Hören', 'Sie', 'mich', 'doch', '!', '–', 'Sie', 'betrügen', 'sich', '!', '–', 'Ein', 'bloßes', 'Mißverständnis', ',', '–', 'Tellheim', '!', '–', 'Sie', 'wollen', 'Ihre', 'Minna', 'nicht', 'hören', '?', '–', 'Können', 'Sie', 'einen', 'solchen', 'Verdacht', 'fassen', '?', '–', 'Ich', 'mit', 'Ihnen', 'brechen', 'wollen', '?', '–', 'Ich', 'darum', 'hergekommen', '?', '–', 'Tellheim', '!']"
388,von_tellheim (Major von Tellheim),,,,,LS,negativ,173917,CATMA_BBA9ACE5-FF9D-40DC-9A2E-423BBD85CFAC,39,Emotionen der Ablehnung,negativ,173712,Ärger,"dieser grausame Oheim? Lassen Sie ihn nur
              kommen; lassen Sie ihn nur kommen! – Fürchten Sie nichts! Er soll Sie mit keinem
              Blicke beleidigen dürfen! Er hat es mit mir zu tun. – ","['dieser', 'grausame', 'Oheim', '?', 'Lassen', 'Sie', 'ihn', 'nur', 'kommen', ';', 'lassen', 'Sie', 'ihn', 'nur', 'kommen', '!', '–', 'Fürchten', 'Sie', 'nichts', '!', 'Er', 'soll', 'Sie', 'mit', 'keinem', 'Blicke', 'beleidigen', 'dürfen', '!', 'Er', 'hat', 'es', 'mit', 'mir', 'zu', 'tun', '.', '–']"
389,,,,,,LS,positiv,174420,CATMA_C9E06392-B787-40BD-84A9-C5BC20BA68C1,55,Emotionen der Zuneigung,positiv,174128,Liebe,"Nein, ich kann es nicht bereuen, mir den Anblick Ihres ganzen Herzens verschafft zu
              haben! – Ah, was  sind Sie für ein Mann! – Um armen Sie Ihre Minna, Ihre
              glückliche Minna! aber durch nichts glücklicher, als durch Sie! Sie fällt ihm
                in die Arme.
","['Nein', ',', 'ich', 'kann', 'es', 'nicht', 'bereuen', ',', 'mir', 'den', 'Anblick', 'Ihres', 'ganzen', 'Herzens', 'verschafft', 'zu', 'haben', '!', '–', 'Ah', ',', 'was', 'sind', 'Sie', 'für', 'ein', 'Mann', '!', '–', 'Um', 'armen', 'Sie', 'Ihre', 'Minna', ',', 'Ihre', 'glückliche', 'Minna', '!', 'aber', 'durch', 'nichts', 'glücklicher', ',', 'als', 'durch', 'Sie', '!', 'Sie', 'fällt', 'ihm', 'in', 'die', 'Arme', '.']"
390,,,,,,LS,positiv,174999,CATMA_34E5F773-441F-4430-9185-CE2D5C058878,21,Emotionen der Freude,positiv,174898,Freude,"Sie nehmen ihn wieder? – O, so bin ich glücklich! – Hier Minna! – Ihn
                herausziehend.
","['Sie', 'nehmen', 'ihn', 'wieder', '?', '–', 'O', ',', 'so', 'bin', 'ich', 'glücklich', '!', '–', 'Hier', 'Minna', '!', '–', 'Ihn', 'herausziehend', '.']"
391,,,,,,LS,Emotionale Bewegtheit,175323,CATMA_008A7EC8-8D20-4381-875E-B4E41F7F548F,10,Emotionale Bewegtheit,Emotionale Bewegtheit,175291,Emotionale Bewegtheit,"Gott! was seh ich? was hör ich?
","['Gott', '!', 'was', 'seh', 'ich', '?', 'was', 'hör', 'ich', '?']"
392,,,,,,LS,Emotionale Bewegtheit,175639,CATMA_42ACF2E4-8040-480A-A010-31811815638B,19,Emotionale Bewegtheit,Emotionale Bewegtheit,175551,Emotionale Bewegtheit,"Wo bin ich? – Ihre Hand küssend.
 O boshafter Engel! – mich so zu
              quälen!
","['Wo', 'bin', 'ich', '?', '–', 'Ihre', 'Hand', 'küssend', '.', 'O', 'boshafter', 'Engel', '!', '–', 'mich', 'so', 'zu', 'quälen', '!']"
393,,,,,,LS,Emotionale Bewegtheit,175881,CATMA_210EEB24-45BC-410F-82DB-061D85747E42,40,Emotionale Bewegtheit,Emotionale Bewegtheit,175654,Emotionale Bewegtheit,"Dieses zur Probe, mein lieber Gemahl, daß Sie mir nie einen Streich spielen sollen,
              ohne daß ich Ihnen nicht gleich darauf wieder einen spiele. – Denken Sie, daß Sie mich
              nicht auch gequälet hatten?
","['Dieses', 'zur', 'Probe', ',', 'mein', 'lieber', 'Gemahl', ',', 'daß', 'Sie', 'mir', 'nie', 'einen', 'Streich', 'spielen', 'sollen', ',', 'ohne', 'daß', 'ich', 'Ihnen', 'nicht', 'gleich', 'darauf', 'wieder', 'einen', 'spiele', '.', '–', 'Denken', 'Sie', ',', 'daß', 'Sie', 'mich', 'nicht', 'auch', 'gequälet', 'hatten', '?']"
394,,,,,,LS,Emotionale Bewegtheit,176106,CATMA_0AE84758-1470-4FE2-8DC0-F83649F8909A,16,Emotionale Bewegtheit,Emotionale Bewegtheit,176013,Emotionale Bewegtheit," Ich habe gezittert und gebebt,
              und mir mit der Hand das Maul zuhalten müssen.
","['Ich', 'habe', 'gezittert', 'und', 'gebebt', ',', 'und', 'mir', 'mit', 'der', 'Hand', 'das', 'Maul', 'zuhalten', 'müssen', '.']"
395,,,,,,LS,negativ,176349,CATMA_2A3762C2-97D3-455D-A83F-1F852C1B141D,25,Emotionen der Angst,negativ,176209,Angst,"Noch kann ich mich nicht erholen. – Wie wohl, wie ängstlich ist mir! So erwacht man
              plötzlich aus einem schreckhaften Traume!
","['Noch', 'kann', 'ich', 'mich', 'nicht', 'erholen', '.', '–', 'Wie', 'wohl', ',', 'wie', 'ängstlich', 'ist', 'mir', '!', 'So', 'erwacht', 'man', 'plötzlich', 'aus', 'einem', 'schreckhaften', 'Traume', '!']"
396,,der_graf (Graf von Bruchsall),,,,LS,positiv,176584,CATMA_13F129BA-E4A8-46C3-9619-466820C81ECE,6,Emotionen der Freude,positiv,176550,Freude,Sie ist doch glücklich angelangt? ,"['Sie', 'ist', 'doch', 'glücklich', 'angelangt', '?']"
397,,,,,,LS,positiv,176644,CATMA_21209454-F143-4DC2-B031-707EF94F4054,11,Emotionen der Freude,positiv,176600,Freude,"die ihm entgegen springt.
Ah, mein Vater! –
","['die', 'ihm', 'entgegen', 'springt', '.', 'Ah', ',', 'mein', 'Vater', '!', '–']"
398,,,,,,LS,positiv,177364,CATMA_2F1A61B7-FDEB-424C-80D3-730D918FC7CD,56,Emotionen der Zuneigung,positiv,177052,Verehrung,"Mein Herr, wir haben uns nie gesehen; aber bei dem ersten Anblicke glaubte ich, Sie
              zu erkennen. Ich wünschte, daß Sie es sein möchten. – Umarmen Sie mich. – Sie haben
              meine völlige Hochachtung. Ich bitte um Ihre Freundschaft. – Meine Nichte, meine
              Tochter liebet Sie –
","['Mein', 'Herr', ',', 'wir', 'haben', 'uns', 'nie', 'gesehen', ';', 'aber', 'bei', 'dem', 'ersten', 'Anblicke', 'glaubte', 'ich', ',', 'Sie', 'zu', 'erkennen', '.', 'Ich', 'wünschte', ',', 'daß', 'Sie', 'es', 'sein', 'möchten', '.', '–', 'Umarmen', 'Sie', 'mich.', '–', 'Sie', 'haben', 'meine', 'völlige', 'Hochachtung', '.', 'Ich', 'bitte', 'um', 'Ihre', 'Freundschaft', '.', '–', 'Meine', 'Nichte', ',', 'meine', 'Tochter', 'liebet', 'Sie', '–']"
399,,,,,,LS,positiv,177441,CATMA_41E79737-D432-4169-B72E-95ACB240DA7D,8,Emotionen der Zuneigung,positiv,177409,Liebe,"Und ist sie blind, meine Liebe?
","['Und', 'ist', 'sie', 'blind', ',', 'meine', 'Liebe', '?']"
400,,,,,,LS,positiv,177492,CATMA_AA7D88A0-8530-4297-B901-9CE62C590EAE,5,Emotionen der Zuneigung,positiv,177465,Liebe,deine Liebe ist nicht blind,"['deine', 'Liebe', 'ist', 'nicht', 'blind']"
401,,,,,,LS,positiv,178002,CATMA_5DBA3141-D647-49BC-A215-83839E95BF3D,17,Emotionen der Zuneigung,positiv,177923,Liebe,"ein ehrlicher Mann mag stecken, in welchem Kleide er will, man muß ihn lieben.
","['ein', 'ehrlicher', 'Mann', 'mag', 'stecken', ',', 'in', 'welchem', 'Kleide', 'er', 'will', ',', 'man', 'muß', 'ihn', 'lieben', '.']"
402,,,,,,LS,negativ,178985,CATMA_E3642D8E-3070-4A87-A6C3-A0942B9C9303,25,Emotionen der Ablehnung,negativ,178857,Ärger,"der noch immer mürrisch im Winkel gestanden, und an nichts Teil zu nehmen
              geschienen; indem er das hört.
Ja, nun!
","['der', 'noch', 'immer', 'mürrisch', 'im', 'Winkel', 'gestanden', ',', 'und', 'an', 'nichts', 'Teil', 'zu', 'nehmen', 'geschienen', ';', 'indem', 'er', 'das', 'hört', '.', 'Ja', ',', 'nun', '!']"
403,paul_werner (Paul Werner),,,,,LS,positiv,179166,CATMA_581F88CC-943D-44D3-B25A-AC2BEE34148A,16,Emotionen der Freude,positiv,179095,Freude,"auf einmal wieder in seiner guten Laune.
Morgen, Herr Major, morgen. –
","['auf', 'einmal', 'wieder', 'in', 'seiner', 'guten', 'Laune', '.', 'Morgen', ',', 'Herr', 'Major', ',', 'morgen', '.', '–']"
404,,,,,,LS,negativ,179427,CATMA_A9250728-98F5-49F4-A860-2571E34899C8,9,Emotionen der Ablehnung,negativ,179386,Ärger," Ich habe dich vorhin erzürnt, Werner, –
","['Ich', 'habe', 'dich', 'vorhin', 'erzürnt', ',', 'Werner', ',', '–']"
405,,,,,,LS,negativ,179673,CATMA_5C27050D-7DC6-4AC9-A4EB-C5F1CB33E459,8,Emotionen der Ablehnung,negativ,179633,Ärger," nur weiter keinen Groll, lieber Major! ","['nur', 'weiter', 'keinen', 'Groll', ',', 'lieber', 'Major', '!']"
