,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,File
33,,,,,,ER,negativ,21418,CATMA_DC73FB0A-F291-462C-B204-20CA50245160,43,Emotionen des Leids,negativ,21218,Leid,"Doch da er, was geschehn, so großmuthsvoll vergißt,
Weiß ich, daß meine Pflicht es zu erwähnen ist.
Darf ich ie sein Geboth zu brechen mich erkühnen,
So ists, um seine Huld durch Bitten zu verdienen.
","['Doch', 'da', 'er', ',', 'was', 'geschehn', ',', 'so', 'großmuthsvoll', 'vergißt', ',', 'Weiß', 'ich', ',', 'daß', 'meine', 'Pflicht', 'es', 'zu', 'erwähnen', 'ist', '.', 'Darf', 'ich', 'ie', 'sein', 'Geboth', 'zu', 'brechen', 'mich', 'erkühnen', ',', 'So', 'ists', ',', 'um', 'seine', 'Huld', 'durch', 'Bitten', 'zu', 'verdienen', '.']",Canut_main_emotion_class_filtered.csv
34,,,,,,ER,positiv,21473,CATMA_FAA49CB7-E8BD-4B5B-B8D1-34387CF0C225_0,11,Emotionen der Zuneigung,positiv,21418,Liebe,"Hätt ich dem Ulfo gleich mein Herz auch nicht geweyht,
","['Hätt', 'ich', 'dem', 'Ulfo', 'gleich', 'mein', 'Herz', 'auch', 'nicht', 'geweyht', ',']",Canut_main_emotion_class_filtered.csv
35,,,,,,ER,positiv,21624,CATMA_FAA49CB7-E8BD-4B5B-B8D1-34387CF0C225_1,9,Emotionen der Zuneigung,positiv,21575,Liebe,"Darf Ulfo noch vielmehr auf gleiche Güte hoffen.
","['Darf', 'Ulfo', 'noch', 'vielmehr', 'auf', 'gleiche', 'Güte', 'hoffen', '.']",Canut_main_emotion_class_filtered.csv
36,,,,,,ER,positiv,21575,CATMA_51B3EB00-3609-4CA0-952B-B40603A8BD81,9,Emotionen der Zuneigung,positiv,21530,Liebe,"Da ich dich, Godewin, begnadigt angetroffen.
","['Da', 'ich', 'dich', ',', 'Godewin', ',', 'begnadigt', 'angetroffen', '.']",Canut_main_emotion_class_filtered.csv
37,,,,,,ER,positiv,21802,CATMA_E9531241-38B4-452C-9E7B-893B36C0A587_0,10,Emotionen der Zuneigung,positiv,21740,Liebe,"Mein Herz verwahrte stets in ungeschwächtem Triebe,
Dem König ","['Mein', 'Herz', 'verwahrte', 'stets', 'in', 'ungeschwächtem', 'Triebe', ',', 'Dem', 'König']",Canut_main_emotion_class_filtered.csv
38,,,,,,ER,positiv,21812,CATMA_E9531241-38B4-452C-9E7B-893B36C0A587_1,4,Emotionen der Zuneigung,positiv,21792,Liebe,Dem König meine Treu,"['Dem', 'König', 'meine', 'Treu']",Canut_main_emotion_class_filtered.csv
39,,,,,,ER,positiv,21821,CATMA_E9531241-38B4-452C-9E7B-893B36C0A587_2,5,Emotionen der Zuneigung,positiv,21802,Liebe,"meine Treu, so wie ","['meine', 'Treu', ',', 'so', 'wie']",Canut_main_emotion_class_filtered.csv
40,,,,,,ER,positiv,21824,CATMA_E9531241-38B4-452C-9E7B-893B36C0A587_3,4,Emotionen der Zuneigung,positiv,21812,Liebe,", so wie dir","[',', 'so', 'wie', 'dir']",Canut_main_emotion_class_filtered.csv
41,,,,,,ER,positiv,21837,CATMA_E9531241-38B4-452C-9E7B-893B36C0A587_4,4,Emotionen der Zuneigung,positiv,21821,Liebe,dir meine Liebe.,"['dir', 'meine', 'Liebe', '.']",Canut_main_emotion_class_filtered.csv
42,,,,,,ER,positiv,21838,CATMA_E9531241-38B4-452C-9E7B-893B36C0A587_5,3,Emotionen der Zuneigung,positiv,21824,Liebe," meine Liebe.
","['meine', 'Liebe', '.']",Canut_main_emotion_class_filtered.csv
43,,,,,,ER,positiv,21812,CATMA_9845E1F2-AA47-4664-9A45-117ED67E243C_0,12,Emotionen der Zuneigung,positiv,21740,Verehrung,"Mein Herz verwahrte stets in ungeschwächtem Triebe,
Dem König meine Treu","['Mein', 'Herz', 'verwahrte', 'stets', 'in', 'ungeschwächtem', 'Triebe', ',', 'Dem', 'König', 'meine', 'Treu']",Canut_main_emotion_class_filtered.csv
44,,,,,,ER,positiv,22154,CATMA_9845E1F2-AA47-4664-9A45-117ED67E243C_1,51,Emotionen der Zuneigung,positiv,21886,Verehrung,"Die erste steht noch fest, und nichts hat sie verletzt.
Mein Ehrgeitz treibt mich nicht aus des Gehorsams Schranken,
Kein unbiegsamer Stolz bekrönt mich in Gedanken.
Canut, der meine Treu stets zu erkennen schien,
Hat oft mir Gunst erzeigt, doch niemals mir verziehn.
","['Die', 'erste', 'steht', 'noch', 'fest', ',', 'und', 'nichts', 'hat', 'sie', 'verletzt', '.', 'Mein', 'Ehrgeitz', 'treibt', 'mich', 'nicht', 'aus', 'des', 'Gehorsams', 'Schranken', ',', 'Kein', 'unbiegsamer', 'Stolz', 'bekrönt', 'mich', 'in', 'Gedanken', '.', 'Canut', ',', 'der', 'meine', 'Treu', 'stets', 'zu', 'erkennen', 'schien', ',', 'Hat', 'oft', 'mir', 'Gunst', 'erzeigt', ',', 'doch', 'niemals', 'mir', 'verziehn', '.']",Canut_main_emotion_class_filtered.csv
45,,godewin,,,,ER,positiv,21884,CATMA_752E40B0-AA50-44E0-B072-F14000093799,8,Emotionen der Zuneigung,positiv,21838,Liebe,Die letzte hast du selbst dem Ulfo nachgesetzt,"['Die', 'letzte', 'hast', 'du', 'selbst', 'dem', 'Ulfo', 'nachgesetzt']",Canut_main_emotion_class_filtered.csv
46,,,,,,ER,negativ,23020,CATMA_344E6450-F79B-4650-A2A2-D982503D57E4,11,Emotionen der Ablehnung,negativ,22964,Abscheu,"Die Schmach rührt nicht von mir, du selbst entehrest dic","['Die', 'Schmach', 'rührt', 'nicht', 'von', 'mir', ',', 'du', 'selbst', 'entehrest', 'dic']",Canut_main_emotion_class_filtered.csv
47,,,,,,ER,negativ,23404,CATMA_068C185B-EB17-4D0F-9A31-553C78D3C6F6,4,Emotionen der Ablehnung,negativ,23378,Abscheu,Wenn andre dich verschmähn,"['Wenn', 'andre', 'dich', 'verschmähn']",Canut_main_emotion_class_filtered.csv
48,,,,,,ER,positiv,23435,CATMA_ACCFB7C7-AF8F-46CA-9F16-2629775CC562,6,Emotionen der Zuneigung,positiv,23405,Verehrung," soll ich dich noch verehren.
","['soll', 'ich', 'dich', 'noch', 'verehren', '.']",Canut_main_emotion_class_filtered.csv
49,,,,,,ER,negativ,24942,CATMA_2825D2A4-DFD6-4600-AC38-11631F649F41_0,12,Emotionen der Ablehnung,negativ,24892,Abscheu,"Ich weiß genug von dir, um weiter nichts zu hören.","['Ich', 'weiß', 'genug', 'von', 'dir', ',', 'um', 'weiter', 'nichts', 'zu', 'hören', '.']",Canut_main_emotion_class_filtered.csv
50,,,,,,ER,negativ,25074,CATMA_2825D2A4-DFD6-4600-AC38-11631F649F41_1,13,Emotionen der Ablehnung,negativ,25016,Abscheu,"Dich weiter nicht zu sehn, sonst will ich nichts von dir.
","['Dich', 'weiter', 'nicht', 'zu', 'sehn', ',', 'sonst', 'will', 'ich', 'nichts', 'von', 'dir', '.']",Canut_main_emotion_class_filtered.csv
51,,,,,,ER,negativ,25136,CATMA_0CB2D63D-066C-4BD8-A8A6-D7D9ED1D81CA,10,Emotionen des Leids,negativ,25084,Leid,"Soll ich beschuldigt seyn, und kein Gehör erlangen?
","['Soll', 'ich', 'beschuldigt', 'seyn', ',', 'und', 'kein', 'Gehör', 'erlangen', '?']",Canut_main_emotion_class_filtered.csv
52,estrithe,,godewin,,,ER,negativ,25272,CATMA_21BB45D6-F10C-4D54-8551-C81A70C271A1,11,Emotionen der Ablehnung,negativ,25221,Abscheu,"Entweich, und läugne nicht, was alle Welt gesehn.

","['Entweich', ',', 'und', 'läugne', 'nicht', ',', 'was', 'alle', 'Welt', 'gesehn', '.']",Canut_main_emotion_class_filtered.csv
53,,,,,,ER,negativ,25330,CATMA_479608BF-76A5-41C7-AF65-A89F087805AA,10,Emotionen des Leids,negativ,25281,Leid,"O Himmel! mußte mir noch diese Schmach geschehn!
","['O', 'Himmel', '!', 'mußte', 'mir', 'noch', 'diese', 'Schmach', 'geschehn', '!']",Canut_main_emotion_class_filtered.csv
54,,,,,,ER,positiv,25443,CATMA_B21F1888-7EFE-429C-ACAB-654AD63A39B7_0,12,Emotionen der Zuneigung,positiv,25389,Liebe,"So glaubst du, daß in ihr die Zärtlichkeit sich rühre?","['So', 'glaubst', 'du', ',', 'daß', 'in', 'ihr', 'die', 'Zärtlichkeit', 'sich', 'rühre', '?']",Canut_main_emotion_class_filtered.csv
55,,,,,,ER,positiv,25594,CATMA_B21F1888-7EFE-429C-ACAB-654AD63A39B7_1,10,Emotionen der Zuneigung,positiv,25543,Liebe,"Sie selbst mir noch geneigt und noch Estrithe sey.
","['Sie', 'selbst', 'mir', 'noch', 'geneigt', 'und', 'noch', 'Estrithe', 'sey', '.']",Canut_main_emotion_class_filtered.csv
56,,,,,,ER,positiv,25650,CATMA_B21F1888-7EFE-429C-ACAB-654AD63A39B7_2,12,Emotionen der Zuneigung,positiv,25595,Liebe,"hr Herz war nicht gemacht, den Bruder stets zu hassen;
","['hr', 'Herz', 'war', 'nicht', 'gemacht', ',', 'den', 'Bruder', 'stets', 'zu', 'hassen', ';']",Canut_main_emotion_class_filtered.csv
57,,godewin,,,,ER,positiv,25824,CATMA_1A2794B0-F979-498D-8EB7-6BD1841A66A0,9,Emotionen der Zuneigung,positiv,25783,Liebe,"Herr, für dich ist sie voll Zärtlichkeit.","['Herr', ',', 'für', 'dich', 'ist', 'sie', 'voll', 'Zärtlichkeit', '.']",Canut_main_emotion_class_filtered.csv
58,,,,,,ER,negativ,26256,CATMA_DD015810-6188-44D1-8DDC-F549A0910269,45,Emotionen des Leids,negativ,26045,Leid,"Hat sie, nachdem sie sich von dir auf stets entzweyet,
Was sie nicht ändern kann, nicht wenigstens gereuet?
Und hat ihr nicht ihr Herz, das sich zur Tugend neigt,
Ihr Unrecht gegen dich, wie gegen mich gezeigt.
","['Hat', 'sie', ',', 'nachdem', 'sie', 'sich', 'von', 'dir', 'auf', 'stets', 'entzweyet', ',', 'Was', 'sie', 'nicht', 'ändern', 'kann', ',', 'nicht', 'wenigstens', 'gereuet', '?', 'Und', 'hat', 'ihr', 'nicht', 'ihr', 'Herz', ',', 'das', 'sich', 'zur', 'Tugend', 'neigt', ',', 'Ihr', 'Unrecht', 'gegen', 'dich', ',', 'wie', 'gegen', 'mich', 'gezeigt', '.']",Canut_main_emotion_class_filtered.csv
59,,,,,,ER,positiv,26539,CATMA_A9A6C857-CAA3-4D61-8481-9E9A4FCD764E,5,Emotionen der Zuneigung,positiv,26518,Liebe," wie du mich liebst.
","['wie', 'du', 'mich', 'liebst', '.']",Canut_main_emotion_class_filtered.csv
60,,,,,,ER,positiv,26665,CATMA_0E9BD415-192D-445B-9569-99545CB6C55D,26,Emotionen der Zuneigung,positiv,26548,Liebe,"Die Liebe, die du rühmst, braucht dich nicht zu beschämen,
Die geh ich dir nicht erst, nichts konnte dir sie nehmen.
","['Die', 'Liebe', ',', 'die', 'du', 'rühmst', ',', 'braucht', 'dich', 'nicht', 'zu', 'beschämen', ',', 'Die', 'geh', 'ich', 'dir', 'nicht', 'erst', ',', 'nichts', 'konnte', 'dir', 'sie', 'nehmen', '.']",Canut_main_emotion_class_filtered.csv
61,,estrithe,estrithe,,,ER,negativ,26731,CATMA_80D3DD9F-EE48-4D1C-8EED-826F29A8128F,10,Emotionen der Ablehnung,negativ,26677,Ärger,"So sehr dich meine Flucht mit Recht erzürnen kann ...
","['So', 'sehr', 'dich', 'meine', 'Flucht', 'mit', 'Recht', 'erzürnen', 'kann', '...']",Canut_main_emotion_class_filtered.csv
62,,,estrithe,,,ER,negativ,26765,CATMA_5093F984-BE31-4AB1-A223-ED92A1750622,5,Emotionen der Ablehnung,negativ,26739,Ärger,Sie hat mich nicht erzürnt,"['Sie', 'hat', 'mich', 'nicht', 'erzürnt']",Canut_main_emotion_class_filtered.csv
63,,,estrithe,,,ER,negativ,26790,CATMA_AC2B9D2E-263B-43C6-8C5A-536E40B0EE10,5,Emotionen des Leids,negativ,26767,Leid,"sie hat mir wehgethan.
","['sie', 'hat', 'mir', 'wehgethan', '.']",Canut_main_emotion_class_filtered.csv
64,,,,,,ER,negativ,27112,CATMA_FD3D447C-E31D-44FE-AC01-98225081FC72_0,67,Emotionen des Leids,negativ,26801,Leid,"So sehr auch mein Vergehn mich zu verklagen scheinet,
So glaub, ich hab es mehr, als du wohl denkst, beweinet.
Erlaube, daß ich dir den Grund verhehlen darf,
Warum ich aus dem Glück mich in dieß Unglück warf,
Ob Lieb, ob Raserey, ob Ehrsucht mich bewogen,
Daß ich mich deiner Gunst und meiner Pflicht entzogen.
","['So', 'sehr', 'auch', 'mein', 'Vergehn', 'mich', 'zu', 'verklagen', 'scheinet', ',', 'So', 'glaub', ',', 'ich', 'hab', 'es', 'mehr', ',', 'als', 'du', 'wohl', 'denkst', ',', 'beweinet', '.', 'Erlaube', ',', 'daß', 'ich', 'dir', 'den', 'Grund', 'verhehlen', 'darf', ',', 'Warum', 'ich', 'aus', 'dem', 'Glück', 'mich', 'in', 'dieß', 'Unglück', 'warf', ',', 'Ob', 'Lieb', ',', 'ob', 'Raserey', ',', 'ob', 'Ehrsucht', 'mich', 'bewogen', ',', 'Daß', 'ich', 'mich', 'deiner', 'Gunst', 'und', 'meiner', 'Pflicht', 'entzogen', '.']",Canut_main_emotion_class_filtered.csv
65,,,,,,ER,negativ,27729,CATMA_FD3D447C-E31D-44FE-AC01-98225081FC72_1,56,Emotionen des Leids,negativ,27470,Leid,"ch bin es itzt allein, die um Vergebung bittet.
Du brauchest keinem sonst als mir nur zu verzeihn:
Sonst niemand hat gefehlt, und alle Schuld ist mein.
Mein war des Ulfo Flucht, von mir kam sein Empören,
Ich führte Krieg zur See, ich stand bey seinen Heeren.
","['ch', 'bin', 'es', 'itzt', 'allein', ',', 'die', 'um', 'Vergebung', 'bittet', '.', 'Du', 'brauchest', 'keinem', 'sonst', 'als', 'mir', 'nur', 'zu', 'verzeihn', ':', 'Sonst', 'niemand', 'hat', 'gefehlt', ',', 'und', 'alle', 'Schuld', 'ist', 'mein', '.', 'Mein', 'war', 'des', 'Ulfo', 'Flucht', ',', 'von', 'mir', 'kam', 'sein', 'Empören', ',', 'Ich', 'führte', 'Krieg', 'zur', 'See', ',', 'ich', 'stand', 'bey', 'seinen', 'Heeren', '.']",Canut_main_emotion_class_filtered.csv
66,,,,,,ER,negativ,27934,CATMA_FD3D447C-E31D-44FE-AC01-98225081FC72_2,23,Emotionen des Leids,negativ,27824,Leid,"Ich selbst verwundre mich, wie vieles ich verbrochen.
Doch, Herr, es ist geschehn, und ich bin losgesprochen.
","['Ich', 'selbst', 'verwundre', 'mich', ',', 'wie', 'vieles', 'ich', 'verbrochen', '.', 'Doch', ',', 'Herr', ',', 'es', 'ist', 'geschehn', ',', 'und', 'ich', 'bin', 'losgesprochen', '.']",Canut_main_emotion_class_filtered.csv
67,,,,,,ER,Emotionale Bewegtheit,27878,CATMA_C4D2D1C2-5E1A-4E04-A276-A72C7F42C123_1,10,Emotionale Bewegtheit,Emotionale Bewegtheit,27824,Emotionale Bewegtheit,"Ich selbst verwundre mich, wie vieles ich verbrochen.
","['Ich', 'selbst', 'verwundre', 'mich', ',', 'wie', 'vieles', 'ich', 'verbrochen', '.']",Canut_main_emotion_class_filtered.csv
68,,,,,,ER,positiv,27419,CATMA_EF46663C-42DB-4A31-9025-1E01188316AC,21,Emotionen der Zuneigung,positiv,27322,Liebe,"Nur sieh den Ulfo nicht als den Verbrecher an.
Glaub, alles was geschehn, hab ich allein gethan.
","['Nur', 'sieh', 'den', 'Ulfo', 'nicht', 'als', 'den', 'Verbrecher', 'an', '.', 'Glaub', ',', 'alles', 'was', 'geschehn', ',', 'hab', 'ich', 'allein', 'gethan', '.']",Canut_main_emotion_class_filtered.csv
69,,,,,,ER,positiv,27469,CATMA_82EFD893-E055-43A7-A0D9-2F8E363805FD_0,9,Emotionen der Zuneigung,positiv,27419,Liebe,"Ich, die du lebenslang mit Wohlthun überschüttet,
","['Ich', ',', 'die', 'du', 'lebenslang', 'mit', 'Wohlthun', 'überschüttet', ',']",Canut_main_emotion_class_filtered.csv
70,,,,,,ER,positiv,28362,CATMA_82EFD893-E055-43A7-A0D9-2F8E363805FD_1,42,Emotionen der Zuneigung,positiv,28147,Liebe,"Dein Auge, das mich sonst voll Lieb und Ehrfurcht fand,
Soll stets mich wiedersehn, wie es mich erst gekannt:
Bis endlich dieß mein Herz durchs künftige vertheidigt,
Dich überreden wird, als wärst du nie beleidigt.
","['Dein', 'Auge', ',', 'das', 'mich', 'sonst', 'voll', 'Lieb', 'und', 'Ehrfurcht', 'fand', ',', 'Soll', 'stets', 'mich', 'wiedersehn', ',', 'wie', 'es', 'mich', 'erst', 'gekannt', ':', 'Bis', 'endlich', 'dieß', 'mein', 'Herz', 'durchs', 'künftige', 'vertheidigt', ',', 'Dich', 'überreden', 'wird', ',', 'als', 'wärst', 'du', 'nie', 'beleidigt', '.']",Canut_main_emotion_class_filtered.csv
71,,,,,,ER,negativ,28147,CATMA_F724A600-68DD-4F39-A16E-F81A8869390B,46,Emotionen des Leids,negativ,27934,Mitleid,"Du fragst, um zu verzeyhn, nicht was begangen sey,
Den größten Fehler tilgt bey dir die kleinste Reu.
Gieb zu, daß diese Reu den Irrthum gantz durchstreiche,
Der nur so kurz gewährt, und da ich mir nicht gleiche.
","['Du', 'fragst', ',', 'um', 'zu', 'verzeyhn', ',', 'nicht', 'was', 'begangen', 'sey', ',', 'Den', 'größten', 'Fehler', 'tilgt', 'bey', 'dir', 'die', 'kleinste', 'Reu', '.', 'Gieb', 'zu', ',', 'daß', 'diese', 'Reu', 'den', 'Irrthum', 'gantz', 'durchstreiche', ',', 'Der', 'nur', 'so', 'kurz', 'gewährt', ',', 'und', 'da', 'ich', 'mir', 'nicht', 'gleiche', '.']",Canut_main_emotion_class_filtered.csv
72,,,,,,ER,negativ,28767,CATMA_BEE18156-3420-4C8C-8DA1-7B4B4DB28C88,39,Emotionen des Leids,negativ,28568,Leid," Es sey genug an dem, was mich bisher gekränkt,
Daß meiner Schwester Herz sich von mir abgelenkt,
Und alles mein Bemühn sich fruchtlos enden mußte,
Weil es mir dein Vertraun nicht zu erwerben wußte.
","['Es', 'sey', 'genug', 'an', 'dem', ',', 'was', 'mich', 'bisher', 'gekränkt', ',', 'Daß', 'meiner', 'Schwester', 'Herz', 'sich', 'von', 'mir', 'abgelenkt', ',', 'Und', 'alles', 'mein', 'Bemühn', 'sich', 'fruchtlos', 'enden', 'mußte', ',', 'Weil', 'es', 'mir', 'dein', 'Vertraun', 'nicht', 'zu', 'erwerben', 'wußte', '.']",Canut_main_emotion_class_filtered.csv
73,,,,,,ER,positiv,28968,CATMA_67A23967-C4BB-4587-BE60-844C78D2617D,44,Emotionen der Zuneigung,positiv,28767,Liebe,"Was dir gewähret ist, hoff auch für den Gemahl:
War alles wider ihn, so schützt ihn deine Wahl.
Er darf nur ohne Furcht vor meinem Blick erscheinen,
Ich hab ihn nie gehaßt und lieb ihn als den Deinen.
","['Was', 'dir', 'gewähret', 'ist', ',', 'hoff', 'auch', 'für', 'den', 'Gemahl', ':', 'War', 'alles', 'wider', 'ihn', ',', 'so', 'schützt', 'ihn', 'deine', 'Wahl', '.', 'Er', 'darf', 'nur', 'ohne', 'Furcht', 'vor', 'meinem', 'Blick', 'erscheinen', ',', 'Ich', 'hab', 'ihn', 'nie', 'gehaßt', 'und', 'lieb', 'ihn', 'als', 'den', 'Deinen', '.']",Canut_main_emotion_class_filtered.csv
74,,canut,,,,ER,positiv,29140,CATMA_ACB8F18B-7CC1-45BA-BC1D-3F63DAA3695F,6,Emotionen der Zuneigung,positiv,29118,Liebe,"Behalt sie, lieb ihn.
","['Behalt', 'sie', ',', 'lieb', 'ihn', '.']",Canut_main_emotion_class_filtered.csv
75,,,,Ereignis,,ER,Emotionale Bewegtheit,29196,CATMA_B2F21127-B346-486A-A7CE-9F1BE395FE67,2,Emotionale Bewegtheit,Emotionale Bewegtheit,29192,Emotionale Bewegtheit,"ch?
","['ch', '?']",Canut_main_emotion_class_filtered.csv
76,,,,,,ER,positiv,29302,CATMA_99A0F7ED-8CD5-4C76-888C-10065AF83737_0,12,Emotionen der Zuneigung,positiv,29254,Liebe,"Er ward mir darum lieb. Er kam von deiner Hand.
","['Er', 'ward', 'mir', 'darum', 'lieb', '.', 'Er', 'kam', 'von', 'deiner', 'Hand', '.']",Canut_main_emotion_class_filtered.csv
77,,,,,,ER,positiv,29617,CATMA_99A0F7ED-8CD5-4C76-888C-10065AF83737_1,13,Emotionen der Zuneigung,positiv,29559,Liebe,"So war mein Herz erlangt, und sein Glück ward mein eigen.
","['So', 'war', 'mein', 'Herz', 'erlangt', ',', 'und', 'sein', 'Glück', 'ward', 'mein', 'eigen', '.']",Canut_main_emotion_class_filtered.csv
78,,,,,,ER,positiv,30036,CATMA_99A0F7ED-8CD5-4C76-888C-10065AF83737_2,22,Emotionen der Zuneigung,positiv,29931,Liebe,"Und laß mich nur noch dieß von deiner Huld erlangen,
Zu glauben, was geschehn, hat Ulfo nicht begangen.

","['Und', 'laß', 'mich', 'nur', 'noch', 'dieß', 'von', 'deiner', 'Huld', 'erlangen', ',', 'Zu', 'glauben', ',', 'was', 'geschehn', ',', 'hat', 'Ulfo', 'nicht', 'begangen', '.']",Canut_main_emotion_class_filtered.csv
79,,,,,,ER,positiv,29559,CATMA_3597F07E-246B-4B4C-94EB-E570C3FDB2B3_0,62,Emotionen der Zuneigung,positiv,29302,Liebe,"Du schriebst mir, das zu thun, was er von mir begehrte.
Ich nahm ihn an, als den, der deinen Wink erklärte.
Er zeigte mir voll Dank und Liebe gegen dich,
Das, was er forderte und du ihm gäbst, sey ich.
Erwies mir dein Geboth: was braucht er mehr zu zeigen?
","['Du', 'schriebst', 'mir', ',', 'das', 'zu', 'thun', ',', 'was', 'er', 'von', 'mir', 'begehrte', '.', 'Ich', 'nahm', 'ihn', 'an', ',', 'als', 'den', ',', 'der', 'deinen', 'Wink', 'erklärte', '.', 'Er', 'zeigte', 'mir', 'voll', 'Dank', 'und', 'Liebe', 'gegen', 'dich', ',', 'Das', ',', 'was', 'er', 'forderte', 'und', 'du', 'ihm', 'gäbst', ',', 'sey', 'ich', '.', 'Erwies', 'mir', 'dein', 'Geboth', ':', 'was', 'braucht', 'er', 'mehr', 'zu', 'zeigen', '?']",Canut_main_emotion_class_filtered.csv
80,,,,,,ER,positiv,29828,CATMA_3597F07E-246B-4B4C-94EB-E570C3FDB2B3_1,41,Emotionen der Zuneigung,positiv,29617,Liebe,"So sorglos hab ich stets auf deine Huld gebaut,
Und deiner Führung bloß mein ganzes Glück vertraut.
Was du für gut geschätzt, für meine Pflicht geachtet,
Und was ich wünschen soll, allein durch dich betrachtet.
","['So', 'sorglos', 'hab', 'ich', 'stets', 'auf', 'deine', 'Huld', 'gebaut', ',', 'Und', 'deiner', 'Führung', 'bloß', 'mein', 'ganzes', 'Glück', 'vertraut', '.', 'Was', 'du', 'für', 'gut', 'geschätzt', ',', 'für', 'meine', 'Pflicht', 'geachtet', ',', 'Und', 'was', 'ich', 'wünschen', 'soll', ',', 'allein', 'durch', 'dich', 'betrachtet', '.']",Canut_main_emotion_class_filtered.csv
81,,,,,,ER,positiv,29504,CATMA_47D018C2-7B09-47B0-92C2-AE003A4FC53D,23,Emotionen der Zuneigung,positiv,29410,Liebe,"Er zeigte mir voll Dank und Liebe gegen dich,
Das, was er forderte und du ihm gäbst, sey ich.
","['Er', 'zeigte', 'mir', 'voll', 'Dank', 'und', 'Liebe', 'gegen', 'dich', ',', 'Das', ',', 'was', 'er', 'forderte', 'und', 'du', 'ihm', 'gäbst', ',', 'sey', 'ich', '.']",Canut_main_emotion_class_filtered.csv
82,,,canut,,,ER,negativ,30210,CATMA_EC537DC8-5137-46BA-9D95-A65867BCAC55,12,Emotionen der Ablehnung,negativ,30158,Ärger,"Ach! so ist mir für ihn zu sprechen nicht erlaubet?
","['Ach', '!', 'so', 'ist', 'mir', 'für', 'ihn', 'zu', 'sprechen', 'nicht', 'erlaubet', '?']",Canut_main_emotion_class_filtered.csv
83,,,,,,ER,negativ,30273,CATMA_C9D7B461-4C55-4E94-88A5-9FC2131DD504,13,Emotionen der Ablehnung,negativ,30218,Ärger,"So strafbar, als er ist, hätt ich ihn nicht geglaubet.
","['So', 'strafbar', ',', 'als', 'er', 'ist', ',', 'hätt', 'ich', 'ihn', 'nicht', 'geglaubet', '.']",Canut_main_emotion_class_filtered.csv
84,estrithe,,,,,ER,Emotionale Bewegtheit,30338,CATMA_9E230B34-3854-45B6-B844-3782B37B767A,12,Emotionale Bewegtheit,Emotionale Bewegtheit,30284,Emotionale Bewegtheit,"Kann er noch strafbar seyn, da du ihm schon verziehn?
","['Kann', 'er', 'noch', 'strafbar', 'seyn', ',', 'da', 'du', 'ihm', 'schon', 'verziehn', '?']",Canut_main_emotion_class_filtered.csv
85,,,,,,ER,negativ,30462,CATMA_38420995-781B-4A7B-841B-9D0E4D0C34F9,15,Emotionen der Ablehnung,negativ,30405,Ärger,"Ich kann, was er gethan, und was du sagst, nicht fassen.
","['Ich', 'kann', ',', 'was', 'er', 'gethan', ',', 'und', 'was', 'du', 'sagst', ',', 'nicht', 'fassen', '.']",Canut_main_emotion_class_filtered.csv
86,,canut,,,,ER,positiv,30547,CATMA_E4BCDA4B-6B13-439E-86F5-E18A887214D1,6,Emotionen der Zuneigung,positiv,30525,Liebe,Da du den Ulfo liebst:,"['Da', 'du', 'den', 'Ulfo', 'liebst', ':']",Canut_main_emotion_class_filtered.csv
87,,,,,,ER,positiv,30620,CATMA_434E1E4B-9693-43D7-9DBC-177EAA73638E,10,Emotionen der Zuneigung,positiv,30573,Liebe,Dein Bruder sieht ihn bloß mit deinen Augen an.,"['Dein', 'Bruder', 'sieht', 'ihn', 'bloß', 'mit', 'deinen', 'Augen', 'an', '.']",Canut_main_emotion_class_filtered.csv
88,,,,,,ER,negativ,30842,CATMA_AF1E08A6-2779-4AD2-A5FB-0BE0101BA375,11,Emotionen der Angst,negativ,30792,Angst,"O Himmel! läßt er mich in Angst und zweifelsvoll?
","['O', 'Himmel', '!', 'läßt', 'er', 'mich', 'in', 'Angst', 'und', 'zweifelsvoll', '?']",Canut_main_emotion_class_filtered.csv
89,,,,,,ER,negativ,31192,CATMA_B604DAE0-6F4C-418F-9C60-063790F9AAAE,54,Emotionen der Ablehnung,negativ,30934,Ärger,"Verräther, du hast ihn wohl mehr als ich verklaget.
Ich kenne schon die Art der Menschen ohne Muth,
Den Schaden thut ihr Mund, den uns ihr Arm nicht thut.
Sie scheuen die Gefahr, sich Rache zu verschaffen
Und an des Schwerdtes statt, sind Reden ihre Waffen.
","['Verräther', ',', 'du', 'hast', 'ihn', 'wohl', 'mehr', 'als', 'ich', 'verklaget', '.', 'Ich', 'kenne', 'schon', 'die', 'Art', 'der', 'Menschen', 'ohne', 'Muth', ',', 'Den', 'Schaden', 'thut', 'ihr', 'Mund', ',', 'den', 'uns', 'ihr', 'Arm', 'nicht', 'thut', '.', 'Sie', 'scheuen', 'die', 'Gefahr', ',', 'sich', 'Rache', 'zu', 'verschaffen', 'Und', 'an', 'des', 'Schwerdtes', 'statt', ',', 'sind', 'Reden', 'ihre', 'Waffen', '.']",Canut_main_emotion_class_filtered.csv
