,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
1468,CATMA_C08AF538-AC0F-4BA6-90D8-234F7714FCAE,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,lubrano,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Das haben wir dem schönen Hoffmeister zu dancke,8,173804,173851,ER,MALE
1469,CATMA_DF312412-C466-43BC-833B-D6BD06C34C17_0,CATMA_2DBD0D2C-408F-418E-A3CC-35B1E63A264B,Explizites_Target:_Charakter,target,Charakter,explicit,allegro,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Er,1,173867,173869,ER,MALE
1470,CATMA_3C6694CE-9EC9-4534-A363-A9793BFBF197,CATMA_2DBD0D2C-408F-418E-A3CC-35B1E63A264B,Explizite_Source:_Experiencer,source,Experiencer,explicit,conversano,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,173940,173943,ER,MALE
1471,CATMA_2DBD0D2C-408F-418E-A3CC-35B1E63A264B,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,conversano,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Er wolt uns beschützen / darnach als die Noth an den Mann gieng / so hät ich ihn wollen vor einen Hasen verkauffen.

",24,173867,173984,ER,MALE
1472,CATMA_53A58C52-CCA9-4FCF-A46D-82C8592404F9,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,laudato,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Wo ist auch in der Türckey so eine Dienstbarkeit erhöret worden? Soll nun der gemeine Pöbel über unser Gut / über unsern Leib / ja über unsere Adeliche Ehre gebieten können? Soll nun die gantze Stadt Neapolis den unauslöschlichen Spott in allen Historien davon tragen / daß so ein starcker und wohlgefaster Adel in wenig Tagen biß auf den eusersten Abgrund hinab gestürtzet ist?
",67,174186,174565,ER,MALE
1473,CATMA_DF2E4C5A-F275-410C-9803-B3B7CEE5FF59,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,angelo,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Wer kan davor / wenn Vesuvius mit seinen Flammen ein Adeliches Schloß verderbet hat ? und wer kan uns in der gantzen Welt beschuldigen / wenn die Flamme des allgemeinen Auffstandes unser Glücke ziemlich versengen soll ?
",37,174574,174794,ER,MALE
1474,CATMA_067EB9DD-2A4F-461E-ACD5-2E52E03EB221_0,CATMA_3F853C82-2588-4800-8E1F-2A9F2CCE73A4,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,negativ,negativ,Emotionen des Leids,Leid,ihr ExcELLENtz,2,175234,175248,ER,UNKNOWN
1475,CATMA_3F853C82-2588-4800-8E1F-2A9F2CCE73A4,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,laudato,single,negativ,negativ,Emotionen des Leids,Leid,"Das wollen wir thun / daß wir uns auf das Castell zu ihr ExcELLENtz begeben / und inständig bitten / es möchte doch eine Versöhnung getroffen werden / wofern er uns noch lebendig wissen wolle.
",36,175181,175374,ER,MALE
1476,CATMA_5A583A2C-EA70-4AA5-83C4-3209DA5BF5AC,CATMA_F5C13E14-8A37-440D-8991-1C9BE39E02B7_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,roberto,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,175574,175577,ER,MALE
1477,CATMA_50CDBA71-668E-45E9-861E-A610C032A1B1_0,CATMA_F5C13E14-8A37-440D-8991-1C9BE39E02B7_0,Explizites_Target:_Charakter,target,Charakter,explicit,flavio,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ihr,1,175586,175589,ER,MALE
1478,CATMA_C60338C6-5960-45AD-A7C6-F5C3BDB291A0_0,CATMA_2E68BE8C-DC02-4E38-9E15-987F642BEC2C,Explizites_Target:_Charakter,target,Charakter,explicit,elisa,group,negativ,negativ,Emotionen der Ablehnung,Ärger,ihr,1,175820,175823,ER,FEMALE
1479,CATMA_C60338C6-5960-45AD-A7C6-F5C3BDB291A0_0,CATMA_2E68BE8C-DC02-4E38-9E15-987F642BEC2C,Explizites_Target:_Charakter,target,Charakter,explicit,laura,group,negativ,negativ,Emotionen der Ablehnung,Ärger,ihr,1,175820,175823,ER,FEMALE
1480,CATMA_2E68BE8C-DC02-4E38-9E15-987F642BEC2C,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,roberto,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"Wie steht ihr so beschämt ? es ist ja sonst der Weiber Gebrauch nicht / daß sie den Männern die Antwort lange schuldig bleiben.
",25,175810,175938,ER,MALE
1481,CATMA_8B6DFA8D-FF67-4DAB-B798-0D63294170B6,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,elisa,single,negativ,negativ,Emotionen des Leids,Leid,"Ach wir schämen uns.

",5,175946,175968,ER,FEMALE
1482,CATMA_1CA7B5CD-1DAE-4500-8640-000C625904D2,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,roberto,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"hr seyd Ursache dran.
",5,175978,176000,ER,MALE
1483,CATMA_B703B421-4682-4790-91DF-D9DE2C437B58,CATMA_F9F52F4B-A186-4CD3-BE51-1B1937B88C72,Explizite_Source:_Experiencer,source,Experiencer,explicit,laura,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,176068,176071,ER,FEMALE
1484,CATMA_2A87620D-92EB-494D-A9A5-8F38AD717D51_0,CATMA_F9F52F4B-A186-4CD3-BE51-1B1937B88C72,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,sich,1,176088,176092,ER,unpersönlich
1485,CATMA_78190B90-72C7-4D73-A38B-C85E836CDE57,CATMA_63253986-E3D6-49A1-9DB0-55C03B199CCC,Explizite_Source:_Experiencer,source,Experiencer,explicit,roberto,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ich,1,176608,176611,ER,MALE
1486,CATMA_D74D62F0-AAC4-4E0F-A4C6-670E7C93F6A2,CATMA_63253986-E3D6-49A1-9DB0-55C03B199CCC,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ein frommes Weib,3,176617,176633,ER,UNKNOWN
1487,CATMA_9AF22ADF-DDB1-4BA7-B6B8-404CFA12F3D3,CATMA_8B6DBA7F-728F-40B5-BF7E-50E99310A1C9,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid," Man solte der Freyheit halber solche Röcke tragen.
",9,176824,176876,ER,Nicht-Charakter
1488,CATMA_8B6DBA7F-728F-40B5-BF7E-50E99310A1C9,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,flavio,single,negativ,negativ,Emotionen des Leids,Leid,"Ach es ist kein Unglück. Man solte der Freyheit halber solche Röcke tragen.
",15,176800,176876,ER,MALE
1489,CATMA_9284B2B5-C3C3-4BE8-B474-5BBFBCCA7220,CATMA_37B20C97-257A-461F-BE88-8A3C1B4E1A99,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Freude,Freude,der Freyheit,2,176902,176914,ER,Nicht-Charakter
1490,CATMA_1781C687-10F8-4FBE-A7A6-A2A4DACDA476,CATMA_37B20C97-257A-461F-BE88-8A3C1B4E1A99,Explizite_Source:_Experiencer,source,Experiencer,explicit,laura,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,176927,176930,ER,FEMALE
1491,CATMA_A6B98DCC-947C-45E6-8A67-2327A099238E,CATMA_446AFE4A-6C1D-438A-B138-346B742CA188,Explizite_Source:_Experiencer,source,Experiencer,explicit,elisa,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,176970,176973,ER,FEMALE
1492,CATMA_AB06B000-4B00-4A72-BDD4-094A5612FC78_0,CATMA_738AA818-B305-47F6-A0AE-5216DD667B7C,Explizite_Source:_Experiencer,source,Experiencer,explicit,laura,single,positiv,positiv,Emotionen der Freude,Freude,Ich,1,177034,177037,ER,FEMALE
1493,CATMA_5AF7F358-B1C2-41F8-A1D2-1549AA41F672_0,CATMA_1702ECC1-1A9A-4383-87BF-3C726B7CBD39,Explizite_Source:_Experiencer,source,Experiencer,explicit,elisa,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,177157,177160,ER,FEMALE
1494,CATMA_B3DE6458-841F-4052-AC9A-AD03654E6999,CATMA_13891FB2-35D4-4CA0-B9C6-59C51DC0F88A,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Freude,Freude,zu unserer Freyheit! ,4,177377,177398,ER,Nicht-Charakter
1495,CATMA_13891FB2-35D4-4CA0-B9C6-59C51DC0F88A,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,laura,single,positiv,positiv,Emotionen der Freude,Freude,"Heysa / dazu gehöret ein Tantz. Viel Glückes zu unserer Freyheit! Kurtze Röcke und keine Contribution, das ist unsere Losung.
",24,177332,177458,ER,FEMALE
1496,CATMA_6B676CC6-F046-4939-9CC7-83C3DABB5E22,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,flavio,single,positiv,positiv,Emotionen der Freude,Freude,"So recht / ihr Weiber / man muß bey dem itzigen Zustande lustig seyn.
",15,177615,177685,ER,MALE
1497,CATMA_B1CCB440-1DF1-4AAD-B556-8F85664D5F88,CATMA_B4E15584-FDF4-4EC3-8820-E89463AF1D6B,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,Unsere Freyheit wird gebohren /,5,177695,177726,ER,Nicht-Charakter
1498,CATMA_B4E15584-FDF4-4EC3-8820-E89463AF1D6B,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,roberto,single,positiv,positiv,Emotionen der Freude,Freude,"Unsere Freyheit wird gebohren / und an dem Geburts-Tage muß man in freyer Kleidung erscheinen. Komt herein / der erste Spielman / der uns begegnet / der sol uns Gelegenheit geben / unsere Lust in den kurtzen Röcken zu PROBiren.
",42,177695,177923,ER,MALE
1499,CATMA_9A5BD0BE-2BDA-45E9-867E-BA2497CCC5B2,CATMA_91D16AF9-ECBE-4605-A9AD-5D79AFDC80FD,Explizites_Target:_Charakter,target,Charakter,explicit,elisa,group,positiv,positiv,Emotionen der Freude,Freude,frommer Weibe,2,178095,178108,ER,FEMALE
1500,CATMA_9A5BD0BE-2BDA-45E9-867E-BA2497CCC5B2,CATMA_91D16AF9-ECBE-4605-A9AD-5D79AFDC80FD,Explizites_Target:_Charakter,target,Charakter,explicit,laura,group,positiv,positiv,Emotionen der Freude,Freude,frommer Weibe,2,178095,178108,ER,FEMALE
1501,CATMA_91D16AF9-ECBE-4605-A9AD-5D79AFDC80FD,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,roberto,single,positiv,positiv,Emotionen der Freude,Freude,Das ist ein Ausbund frommer Weiber. GOtt gebe / daß die Rebellion fein lange wehret.,17,178075,178159,ER,MALE
1502,CATMA_20720904-0111-484C-836C-5C452D38B949_0,CATMA_81CB63B8-1C1F-46A5-985D-807C01402B6B,Explizite_Source:_Experiencer,source,Experiencer,explicit,bonavita,single,negativ,negativ,Emotionen des Leids,Leid,Ich,1,178318,178321,ER,MALE
1503,CATMA_4D18D48F-2BBF-4066-BD13-58F19FDA98F5_0,CATMA_81CB63B8-1C1F-46A5-985D-807C01402B6B,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,denn weil uns Geistlichen die lange Kleider verbothen sind ,9,178363,178422,ER,Nicht-Charakter
1504,CATMA_20720904-0111-484C-836C-5C452D38B949_5,CATMA_8C7E27CC-78EE-4E0C-A87D-FB7182E41D02,Explizite_Source:_Experiencer,source,Experiencer,explicit,bonavita,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,178592,178595,ER,MALE
1505,CATMA_BEF9301F-EFE1-4C03-84EB-49958C8DB4E4_0,CATMA_8C7E27CC-78EE-4E0C-A87D-FB7182E41D02,Explizite_Source:_Experiencer,source,Experiencer,explicit,bonavita,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,178592,178595,ER,MALE
1506,CATMA_1C8B6890-D375-435B-AE34-A7243C427D48,CATMA_8C7E27CC-78EE-4E0C-A87D-FB7182E41D02,Explizites_Target:_Charakter,target,Charakter,explicit,marina,single,positiv,positiv,Emotionen der Freude,Freude,derselben,1,178719,178728,ER,FEMALE
1507,CATMA_D92CCC64-FCD2-4EDF-8750-C2E5DB2437A4_0,CATMA_8FE522A3-4EFE-4DE0-81FE-A12E190E1BE8,Explizite_Source:_Experiencer,source,Experiencer,explicit,marina,single,positiv,positiv,Emotionen der Freude,Freude,Ich,1,178844,178847,ER,FEMALE
1508,CATMA_301DD387-8003-4AD7-8046-15D4DFC272B3,CATMA_8FE522A3-4EFE-4DE0-81FE-A12E190E1BE8,Explizite_Source:_Experiencer,source,Experiencer,explicit,marina,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,178974,178977,ER,FEMALE
1509,CATMA_8FE522A3-4EFE-4DE0-81FE-A12E190E1BE8,,Gemeintes_Target:_Charakter,target,Charakter,implicit,bonavita,single,positiv,positiv,Emotionen der Freude,Freude,"Ich bin der genossenen Wohltbaten allerseits eingedenck / und möchte nur wünschen / daß uns die Ruhe etwas günstiger wäre / damit ich in diesem fremden Logiament mein danckbares Gemüthe bezeigen könte.

",33,178844,179047,ER,MALE
1510,CATMA_A178F68D-5333-46C6-8AE3-BE695D8CC859,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,bonavita,single,positiv,positiv,Emotionen der Freude,Freude,Der Danck bestehet auf meiner Seite.,7,179057,179093,ER,MALE
1511,CATMA_A178F68D-5333-46C6-8AE3-BE695D8CC859,,Gemeintes_Target:_Charakter,target,Charakter,implicit,marina,single,positiv,positiv,Emotionen der Freude,Freude,Der Danck bestehet auf meiner Seite.,7,179057,179093,ER,FEMALE
1512,CATMA_4492140D-8286-4458-9D0B-E3BA03EC40E2_0,CATMA_048684F6-12C0-4AFA-9343-96815773138C,Explizite_Source:_Experiencer,source,Experiencer,explicit,marina,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,179297,179300,ER,FEMALE
1513,CATMA_A62B0B7D-95D7-4957-BBC3-2075FE964132,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,bonavita,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,"Diese Tracht dienet zur Recommendation ihrer Schönheit.
",8,179373,179429,ER,MALE
1514,CATMA_A62B0B7D-95D7-4957-BBC3-2075FE964132,,Gemeintes_Target:_Charakter,target,Charakter,implicit,marina,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,"Diese Tracht dienet zur Recommendation ihrer Schönheit.
",8,179373,179429,ER,FEMALE
1515,CATMA_AF8E916E-A897-481E-85E1-D4AB92CFECBB,CATMA_1FA11FA5-69F6-45B0-9B36-052758603750,Explizites_Target:_Charakter,target,Charakter,explicit,bonavita,single,positiv,positiv,Emotionen der Freude,Freude,er,1,179670,179672,ER,MALE
1516,CATMA_A248B9EC-7AC1-4497-9361-9CF262CD1EDF_0,CATMA_1FA11FA5-69F6-45B0-9B36-052758603750,Explizite_Source:_Experiencer,source,Experiencer,explicit,marina,single,positiv,positiv,Emotionen der Freude,Freude,mich,1,179673,179677,ER,FEMALE
1517,CATMA_2DBC66A5-3E37-4AD8-AD67-24AB3F548FF5,CATMA_751D0873-C6A2-42F8-8867-C20741587723,Explizite_Source:_Experiencer,source,Experiencer,explicit,bonavita,single,positiv,positiv,Emotionen der Freude,Freude,mir,1,179836,179839,ER,MALE
1518,CATMA_751D0873-C6A2-42F8-8867-C20741587723,,Gemeintes_Target:_Charakter,target,Charakter,implicit,marina,single,positiv,positiv,Emotionen der Freude,Freude,"Ach gesegnet sind die CoMPLiMENte / welche mir ein so langes Gedächtnis versprechen.
",14,179793,179878,ER,FEMALE
1519,CATMA_EA6F031D-D2C0-46EA-8C2E-7505ECD5BD1A,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,bonavita,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Wer ist aber der jenige: der uns den Schwur abfodert? Ist es nicht ein armer Fischer / der in wenig Tagen seine Vernunft verliehren wird ?
",28,180300,180439,ER,MALE
1520,CATMA_5858FB6F-8209-45E1-8C40-0535EE618504,CATMA_6120501F-696E-4EB8-BB8A-534CCC797247,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,dem Volcke,2,180643,180653,ER,unpersönlich
1521,CATMA_6120501F-696E-4EB8-BB8A-534CCC797247,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,bonavita,single,negativ,negativ,Emotionen der Ablehnung,Abscheu," Aber wenn die Raserey Zuschlägen wird / so wird dem Volcke das thörichte Regiment nicht länger anstehen.
",18,180594,180700,ER,MALE
1522,CATMA_6120501F-696E-4EB8-BB8A-534CCC797247,,Gemeintes_Target:_Charakter,target,Charakter,implicit,masaniello,single,negativ,negativ,Emotionen der Ablehnung,Abscheu," Aber wenn die Raserey Zuschlägen wird / so wird dem Volcke das thörichte Regiment nicht länger anstehen.
",18,180594,180700,ER,MALE
1523,CATMA_B0B67B85-ECDA-4BFF-B0D4-50926AFF0730_0,CATMA_61C12B37-90A4-4B4A-BEEC-200A8CB86FA9,Explizites_Target:_Charakter,target,Charakter,explicit,bonavita,single,positiv,positiv,Emotionen der Freude,Freude,Mein liebster Herr Pater,4,181036,181060,ER,MALE
1524,CATMA_FC02E856-F73F-4ACE-A5F3-E9E24F050ABF_0,CATMA_61C12B37-90A4-4B4A-BEEC-200A8CB86FA9,Explizite_Source:_Experiencer,source,Experiencer,explicit,marina,single,positiv,positiv,Emotionen der Freude,Freude,mir,1,181076,181079,ER,FEMALE
1525,CATMA_56A57F9B-1346-4867-BD57-E08C32EED499_0,CATMA_215669FB-39B8-438C-9517-8900F1B74127,Explizite_Source:_Experiencer,source,Experiencer,explicit,marina,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ich,1,181981,181984,ER,FEMALE
1526,CATMA_ED386498-C5C1-4E1F-99D4-83EC777F3F3E,CATMA_215669FB-39B8-438C-9517-8900F1B74127,Explizites_Target:_Charakter,target,Charakter,explicit,bonavita,single,positiv,positiv,Emotionen der Zuneigung,Liebe, diesen artigen Pater,3,182017,182038,ER,MALE
1527,CATMA_AC2E7950-E9C4-4CE3-9B16-0EEF3D82B961_0,CATMA_7F9EFF04-1C54-463F-BDCE-7A84922CFC9B,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,Ach wie unglückselig sind doch die Personen / welche sich in die Unmögligkeit verliebet haben.,16,181872,181966,ER,Nicht-Charakter
1528,CATMA_3F033DF8-9A32-48E0-AF6A-2F3BDAFF1F55_0,CATMA_7F9EFF04-1C54-463F-BDCE-7A84922CFC9B,Explizite_Source:_Experiencer,source,Experiencer,explicit,marina,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,181981,181984,ER,FEMALE
1529,CATMA_56A57F9B-1346-4867-BD57-E08C32EED499_0,CATMA_7F9EFF04-1C54-463F-BDCE-7A84922CFC9B,Explizite_Source:_Experiencer,source,Experiencer,explicit,marina,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,181981,181984,ER,FEMALE
1530,CATMA_A07BBCE3-30A5-4CA3-88C6-2E07E72FFAA2_0,CATMA_7201768B-88A8-4024-A76E-6C0E0DF08A77,Explizites_Target:_Charakter,target,Charakter,explicit,buffone,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,du,1,182869,182871,ER,MALE
1531,CATMA_117C0A23-E1A3-455C-ACEA-613096377E24_0,CATMA_7201768B-88A8-4024-A76E-6C0E0DF08A77,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,buffone,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,du,1,182869,182871,ER,MALE
1532,CATMA_7201768B-88A8-4024-A76E-6C0E0DF08A77,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu, du Mausekopff im langen Rocke / weg mit der Schelmischen Hülle / oder du kömmst an Galgen. ,18,182868,182960,ER,unpersönlich
1533,CATMA_223AB921-399F-4460-9596-2D41807E5941_0,CATMA_2C1BFA67-E89B-4520-8B8A-FEF954406BF4,Explizite_Source:_Experiencer,source,Experiencer,explicit,buffone,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,182970,182973,ER,MALE
1534,CATMA_E84268B1-5270-4B2A-879D-51E3CD06F610,CATMA_2C1BFA67-E89B-4520-8B8A-FEF954406BF4,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid, wenn ich zehn Meilen von Neapolis wäre,7,183049,183088,ER,Nicht-Charakter
1535,CATMA_EAE4B87E-EF48-4630-8415-ADD89450B7AE,CATMA_2CD2BCA6-2E6F-4980-9E55-E2C8CD8A4154,Explizites_Target:_Charakter,target,Charakter,explicit,allegro,single,negativ,negativ,Emotionen der Angst,Angst,ein Kerl ,2,183181,183190,ER,MALE
1536,CATMA_92F22EED-5F2F-4D1D-B1F8-2399D757839A_0,CATMA_2CD2BCA6-2E6F-4980-9E55-E2C8CD8A4154,Explizite_Source:_Experiencer,source,Experiencer,explicit,buffone,single,negativ,negativ,Emotionen der Angst,Angst,ich,1,183232,183235,ER,MALE
1537,CATMA_7F3EF7A2-7147-4623-96D5-A9E6C0883372_0,CATMA_10244044-7925-45F4-9314-0D833053E5AB,Explizite_Source:_Experiencer,source,Experiencer,explicit,allegro,single,negativ,negativ,Emotionen des Leids,Leid,ich,1,183286,183289,ER,MALE
1538,CATMA_D9F72093-69B5-45EA-999B-F8DFF002CBAE_0,CATMA_10244044-7925-45F4-9314-0D833053E5AB,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,Meine junge Narren wolten zu fressen habe,7,183342,183383,ER,Nicht-Charakter
1539,CATMA_89C61835-6FE1-4B6A-9FFE-64546E104207,CATMA_7E84077E-5968-4C8B-B4FA-6A2E7ADE5D51,Explizites_Target:_Charakter,target,Charakter,explicit,buffone,single,negativ,negativ,Emotionen der Angst,Angst,einer,1,183507,183512,ER,MALE
1540,CATMA_F40ECD11-B2C8-47F1-98C8-F21B0302BA70_0,CATMA_7E84077E-5968-4C8B-B4FA-6A2E7ADE5D51,Explizite_Source:_Experiencer,source,Experiencer,explicit,allegro,single,negativ,negativ,Emotionen der Angst,Angst,mich,1,183525,183529,ER,MALE
1541,CATMA_14AB07E3-F3E5-4C8B-91B7-F5BCB5B0BBCE,CATMA_14B4305D-1F90-4912-8B67-F3686CB4519B,Explizites_Target:_Charakter,target,Charakter,explicit,allegro,single,negativ,negativ,Emotionen der Angst,Angst,der böse Kerl,3,183598,183611,ER,MALE
1542,CATMA_B5E07AFD-37C6-4BA4-B0A2-CA5630F619BB,CATMA_14B4305D-1F90-4912-8B67-F3686CB4519B,Explizite_Source:_Experiencer,source,Experiencer,explicit,buffone,single,negativ,negativ,Emotionen der Angst,Angst,mir,1,183632,183635,ER,MALE
1543,CATMA_85E5558A-7EBC-44D6-A121-45892E427A83,CATMA_4F7B0A5B-3F1D-487C-8360-A9F007567896,Explizites_Target:_Charakter,target,Charakter,explicit,buffone,single,negativ,negativ,Emotionen der Angst,Angst,der Kerl ,2,183685,183694,ER,MALE
1544,CATMA_4F7B0A5B-3F1D-487C-8360-A9F007567896,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,allegro,single,negativ,negativ,Emotionen der Angst,Angst,"O ihr Leute / der Kerl redt gar heimlich / sein Hertz geht gewiß mit bösen Tücken um.
",19,183671,183757,ER,MALE
1545,CATMA_A30BFD9A-E2FA-4678-A135-21A96DADCACF_0,CATMA_2DCE5A9E-AB63-41DC-B560-8CA7535B2D0D,Explizite_Source:_Experiencer,source,Experiencer,explicit,buffone,single,negativ,negativ,Emotionen der Angst,Angst,Ich,1,183767,183770,ER,MALE
1546,CATMA_2DCE5A9E-AB63-41DC-B560-8CA7535B2D0D,,Gemeintes_Target:_Charakter,target,Charakter,implicit,allegro,single,negativ,negativ,Emotionen der Angst,Angst,"Ich schliche gerne davon / wenn ich könte.
",9,183767,183810,ER,MALE
1547,CATMA_98BB9000-9947-4294-99C5-7DA931602AD3_1,CATMA_B6AB4C60-8B4E-427B-8A90-C4CDE309E7F4,Explizite_Source:_Experiencer,source,Experiencer,explicit,allegro,single,negativ,negativ,Emotionen der Angst,Angst,ich,1,183862,183865,ER,MALE
1548,CATMA_57AE3B70-1D3A-420A-B80A-FCF558763CC9_0,CATMA_B6AB4C60-8B4E-427B-8A90-C4CDE309E7F4,Explizites_Target:_Charakter,target,Charakter,explicit,buffone,single,negativ,negativ,Emotionen der Angst,Angst, den thörichten Hund,3,183829,183849,ER,MALE
1549,CATMA_932DC7C0-963B-41D1-A012-35EB26C01DBA,CATMA_3011FAB6-BEAF-4C98-B76F-A344F0AA302D,Explizites_Target:_Charakter,target,Charakter,explicit,allegro,single,negativ,negativ,Emotionen der Angst,Angst,der böse Herr,3,184028,184041,ER,MALE
1550,CATMA_C824C68A-DE89-4CDF-A7C7-8237F1C1238C,CATMA_3011FAB6-BEAF-4C98-B76F-A344F0AA302D,Explizite_Source:_Experiencer,source,Experiencer,explicit,buffone,single,negativ,negativ,Emotionen der Angst,Angst,mir,1,184056,184059,ER,MALE
1551,CATMA_EDCC1469-D00E-4953-9833-793458F51845_0,CATMA_27252CBF-1812-4BF8-B95C-0B09D0B5F2E6,Explizite_Source:_Experiencer,source,Experiencer,explicit,allegro,single,negativ,negativ,Emotionen der Angst,Angst,Ich,1,184077,184080,ER,MALE
1552,CATMA_27252CBF-1812-4BF8-B95C-0B09D0B5F2E6,,Gemeintes_Target:_Charakter,target,Charakter,implicit,buffone,single,negativ,negativ,Emotionen der Angst,Angst,"Ich dencke / das Ausreissen kömt an mich zu erst.
",11,184077,184127,ER,MALE
1553,CATMA_20B3E120-A847-4445-82C0-2BEC71D4FF4D,CATMA_69D7CD59-6F79-4D46-836A-973FCEDF66DD,Explizite_Source:_Experiencer,source,Experiencer,explicit,buffone,single,negativ,negativ,Emotionen der Angst,Angst,ich,1,184188,184191,ER,MALE
1554,CATMA_69D7CD59-6F79-4D46-836A-973FCEDF66DD,,Gemeintes_Target:_Charakter,target,Charakter,implicit,allegro,single,negativ,negativ,Emotionen der Angst,Angst,Mein kläglich Gesichte / thut wenig bey der Sache: ich muß bitten.,14,184137,184203,ER,MALE
1555,CATMA_C0BE4365-B987-410D-97EF-06376FFA8409,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,allegro,group,negativ,negativ,Emotionen der Angst,Angst,"Ach Gnade!
",3,184268,184279,ER,MALE
1556,CATMA_C0BE4365-B987-410D-97EF-06376FFA8409,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,buffone,group,negativ,negativ,Emotionen der Angst,Angst,"Ach Gnade!
",3,184268,184279,ER,MALE
