,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
1947,CATMA_B3D1755C-D5B0-4C05-9A06-EB15A1150D88_6,CATMA_B1579F2F-FF9D-4AC5-A38E-1C1526A3B3BD,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,sich selbst,2,148247,148258,LSch,MALE
1948,CATMA_CAC873B8-E855-4C21-8663-CAD2C446B358_3,CATMA_B1579F2F-FF9D-4AC5-A38E-1C1526A3B3BD,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich ,1,148058,148063,LSch,FEMALE
1949,CATMA_A4A781B1-63BB-4303-93B4-D9B25915565E_3,CATMA_B1579F2F-FF9D-4AC5-A38E-1C1526A3B3BD,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich ,1,148058,148063,LSch,FEMALE
1950,CATMA_785F4A32-3A3F-4493-961E-C589B558E3C6_0,CATMA_B1579F2F-FF9D-4AC5-A38E-1C1526A3B3BD,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich ,1,148058,148063,LSch,FEMALE
1951,CATMA_91031C33-E875-423A-BD0F-D69D1D79A77E_0,CATMA_B1579F2F-FF9D-4AC5-A38E-1C1526A3B3BD,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mich ,1,148058,148063,LSch,FEMALE
1952,CATMA_2C8434A6-97C6-432B-AFFA-C9F434B4B30C_0,CATMA_B1579F2F-FF9D-4AC5-A38E-1C1526A3B3BD,Explizite_Source:_Experiencer,source,Experiencer,explicit,karl,single,positiv,positiv,Emotionen der Zuneigung,Liebe,seines Sohnes,2,148067,148080,LSch,MALE
1953,CATMA_10F16E64-591C-496A-9FF5-2105B4EB25BF,CATMA_78D27655-802B-4B32-9131-1A023863FCAD,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Der alte Southwell? in Sie verliebet?,8,148631,148668,LSch,Nicht-Charakter
1954,CATMA_9D5A9A98-5EF2-492C-8DFE-71F180367E02,CATMA_78D27655-802B-4B32-9131-1A023863FCAD,Explizite_Source:_Experiencer,source,Experiencer,explicit,betty,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ich ,1,148689,148693,LSch,FEMALE
1955,CATMA_5C9CEB78-B790-4365-B625-B712ADE57BDC_0,CATMA_2775E190-71CE-40A4-9FFA-E782FF5FF7AF,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Haben sie mir ihn nicht schon geraubet?,8,148886,148925,LSch,Nicht-Charakter
1956,CATMA_ADDBDF07-C5FB-4897-BD32-EFF177B790BF_0,CATMA_2775E190-71CE-40A4-9FFA-E782FF5FF7AF,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Angst,Verzweiflung,mir ,1,148896,148900,LSch,FEMALE
1957,CATMA_5A3569B0-5AD0-4799-A56D-E7E75C2D6D80,CATMA_F675278F-E977-4E28-A560-5270EFCBD4DD,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich ,1,149090,149095,LSch,FEMALE
1958,CATMA_792681D0-8FD4-4FBA-9A31-3247389DD770,CATMA_F675278F-E977-4E28-A560-5270EFCBD4DD,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich ,1,149090,149095,LSch,FEMALE
1959,CATMA_92086C3D-E871-432B-B061-EB749818B40C,CATMA_F675278F-E977-4E28-A560-5270EFCBD4DD,Explizite_Source:_Experiencer,source,Experiencer,explicit,unbekannt,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,der Welt,2,149122,149130,LSch,UNKNOWN
1960,CATMA_6289231C-B16B-4DCE-8AD3-36AC67D0BCCA_0,CATMA_B343B920-6DD7-4596-9415-1082A2DBA409,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich,1,149143,149147,LSch,FEMALE
1961,CATMA_B84D0AC5-550A-42A6-ACBD-F91BDFEE87C7,CATMA_B343B920-6DD7-4596-9415-1082A2DBA409,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"alle
              Welt außer mir",4,149163,149196,LSch,UNKNOWN
1962,CATMA_9672C36B-C28C-45C1-975E-4D7A6FBD3F10,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,"die
              flüchtigen Minuten einer durch Laster erkauften Glückseligkeit",8,149256,149336,LSch,FEMALE
1963,CATMA_87D115C6-FC81-4093-B485-383A3956BA13,CATMA_44560D88-C7E9-4D94-921B-FCBEB9D82E0B,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,Sie ,1,149462,149466,LSch,FEMALE
1964,CATMA_44560D88-C7E9-4D94-921B-FCBEB9D82E0B,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,negativ,negativ,Emotionen des Leids,Leid,"Vergessen Sie Ihre alte Gewohnheit, zu seufzen, nicht.",11,149452,149506,LSch,FEMALE
1965,CATMA_A4A06B6E-FFC4-4595-82CC-41A856C2D6CB_0,CATMA_940B091A-453D-4975-A91A-F2971AFE4205,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,Sie ,1,149514,149518,LSch,FEMALE
1966,CATMA_A6EA68C6-C500-4808-95C4-B9AF79FA86E3,CATMA_940B091A-453D-4975-A91A-F2971AFE4205,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,betty,single,positiv,positiv,Emotionen der Freude,Freude,"diese
              Betty",2,149528,149553,LSch,FEMALE
1967,CATMA_51098592-5951-44FE-B949-FEE61B36EFAD,CATMA_940B091A-453D-4975-A91A-F2971AFE4205,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,Sir Karl ist noch einmal der Ihrige,7,149646,149681,LSch,Nicht-Charakter
1968,CATMA_1E4559E3-66D9-48CA-9475-588E08BC7E52_0,CATMA_328354EC-15EC-4B47-BDB8-A28BC0CC80F6,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,Ich,1,149748,149751,LSch,FEMALE
1969,CATMA_91E92E02-E840-4DDF-BAE6-D9CA182A1527,CATMA_328354EC-15EC-4B47-BDB8-A28BC0CC80F6,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,einem neuen und größern Laster,5,149778,149808,LSch,Nicht-Charakter
1970,CATMA_969974B5-E209-4B89-AF2A-AB19E5DA7B29,CATMA_88887140-F574-4CEA-9B2A-2DBBCCFF29CC,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,Sie ,1,149895,149899,LSch,FEMALE
1971,CATMA_88887140-F574-4CEA-9B2A-2DBBCCFF29CC,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,positiv,positiv,Emotionen der Freude,Freude,Nennen Sie es lieber den einzigen Weg zu Ihrer Glückseligkeit,10,149888,149949,LSch,FEMALE
1972,CATMA_42C3DA9E-791B-484A-8FC1-04315D7F764B,CATMA_7FBD1A83-2033-445E-B88B-EBEC2EC4EFBD,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie ,1,150036,150040,LSch,FEMALE
1973,CATMA_EB04E199-9C2D-471E-99DE-E3DC1148C0C0,CATMA_7FBD1A83-2033-445E-B88B-EBEC2EC4EFBD,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie ,1,150036,150040,LSch,FEMALE
1974,CATMA_7FBD1A83-2033-445E-B88B-EBEC2EC4EFBD,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Suchen Sie sich durch eine verstellte
              Liebe und Gelassenheit noch einmal seine Zärtlichkeit zu erwerben.",16,150029,150147,LSch,FEMALE
1975,CATMA_7FBD1A83-2033-445E-B88B-EBEC2EC4EFBD,,Gemeintes_Target:_Charakter,target,Charakter,implicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Suchen Sie sich durch eine verstellte
              Liebe und Gelassenheit noch einmal seine Zärtlichkeit zu erwerben.",16,150029,150147,LSch,MALE
1976,CATMA_42C3DA9E-791B-484A-8FC1-04315D7F764B,CATMA_8C3A7B31-8ADB-4002-9A74-C3EA49EE04AB,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie ,1,150036,150040,LSch,FEMALE
1977,CATMA_EB04E199-9C2D-471E-99DE-E3DC1148C0C0,CATMA_8C3A7B31-8ADB-4002-9A74-C3EA49EE04AB,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie ,1,150036,150040,LSch,FEMALE
1978,CATMA_8C3A7B31-8ADB-4002-9A74-C3EA49EE04AB,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Suchen Sie sich durch eine verstellte
              Liebe und Gelassenheit noch einmal seine Zärtlichkeit zu erwerben. ",16,150029,150148,LSch,MALE
1979,CATMA_8C3A7B31-8ADB-4002-9A74-C3EA49EE04AB,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Suchen Sie sich durch eine verstellte
              Liebe und Gelassenheit noch einmal seine Zärtlichkeit zu erwerben. ",16,150029,150148,LSch,FEMALE
1980,CATMA_EDB5B232-798A-4948-A7FC-20659ABEC0C0_0,CATMA_1DF30AFE-A418-4F25-B11F-120A18A44A72,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Ich ,1,150354,150358,LSch,FEMALE
1981,CATMA_877D8BBA-C4ED-4EB6-A694-084FBB90E1D1_0,CATMA_1DF30AFE-A418-4F25-B11F-120A18A44A72,Explizites_Target:_Charakter,target,Charakter,explicit,betty,single,negativ,negativ,Emotionen der Ablehnung,Ärger,dich,1,150367,150371,LSch,FEMALE
1982,CATMA_0A30235B-64A1-468F-B7E9-9BD5CEFFA44E,CATMA_003138C3-FB3D-437C-80D9-7EDB18E082DA,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,mich ,1,150640,150645,LSch,FEMALE
1983,CATMA_F8DB1AA5-4AAA-442C-A8AF-B2C281E90510,CATMA_003138C3-FB3D-437C-80D9-7EDB18E082DA,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,"eine ehrlose, weggeworfene Kreatur",5,150668,150702,LSch,FEMALE
1984,CATMA_1D57C196-69BE-49C7-86BA-3942BD0EE928_0,CATMA_72B58DF0-9302-47B6-BA0B-E0E45C7166E8,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,group,negativ,negativ,Emotionen des Leids,Leid,Sie ,1,150924,150928,LSch,FEMALE
1985,CATMA_1D57C196-69BE-49C7-86BA-3942BD0EE928_0,CATMA_72B58DF0-9302-47B6-BA0B-E0E45C7166E8,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,group,negativ,negativ,Emotionen des Leids,Leid,Sie ,1,150924,150928,LSch,MALE
1986,CATMA_72B58DF0-9302-47B6-BA0B-E0E45C7166E8,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,negativ,negativ,Emotionen des Leids,Leid,Seufzen Sie mit Ihrem guten Sir Willhelm.,8,150916,150957,LSch,FEMALE
1987,CATMA_8FCCBB5F-619F-48F6-BB9F-91F9D6FC6E9F_0,CATMA_B2D4F0F3-3E03-4F85-995E-E6BF79D5C105,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Sie
",1,150965,150969,LSch,FEMALE
1988,CATMA_83B6257B-7885-4593-82F4-C7904081F254,CATMA_B2D4F0F3-3E03-4F85-995E-E6BF79D5C105,Explizites_Target:_Charakter,target,Charakter,explicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ihn ,1,150983,150987,LSch,MALE
1989,CATMA_B2D4F0F3-3E03-4F85-995E-E6BF79D5C105,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Lieben Sie
              ihn sogar, wenn es Ihnen gefällt.",10,150958,151016,LSch,FEMALE
1990,CATMA_94D0DC03-696A-4A47-AD3E-1D64D517D2DE_0,CATMA_38CE004F-923E-4F33-97CE-5F333916A0C7,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich,1,151698,151701,LSch,FEMALE
1991,CATMA_2379C578-2C7F-48DC-973A-809C47823B1E_0,CATMA_38CE004F-923E-4F33-97CE-5F333916A0C7,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Objekt,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,dieser verhaßten Tugend,3,151757,151780,LSch,Nicht-Charakter
1992,CATMA_F3414E62-6D9E-4DBC-B153-4E703F9E5F20_0,CATMA_516FCEF3-26E0-4F81-9A12-C3D902279E75,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,ich ,1,151937,151941,LSch,FEMALE
1993,CATMA_B8AFA1CF-637F-482A-A94C-14CAC9B243B4,CATMA_87E33D95-9B42-49E4-8B4D-6E2DF5133879,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,negativ,negativ,Emotionen des Leids,Leid,"dem Besitze einer Glückseligkeit warten,
              die ich dem abscheulichsten Verbrechen schuldig bin",13,151878,151984,LSch,Nicht-Charakter
1994,CATMA_CD4AB019-054A-47DD-AC44-ECB54B5C7F81,CATMA_87E33D95-9B42-49E4-8B4D-6E2DF5133879,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,ich ,1,151937,151941,LSch,FEMALE
1995,CATMA_7210FE34-9C79-4BE3-993B-FE6DDD618040_0,CATMA_8A2DCB6C-9CF3-4315-85D2-9C1F5A1F9078,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,Sie ,1,152394,152398,LSch,FEMALE
1996,CATMA_8A2DCB6C-9CF3-4315-85D2-9C1F5A1F9078,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,positiv,positiv,Emotionen der Freude,Freude,"Nunmehr, da alles bereit ist, da Sie in einem Augenblicke so glücklich sein können,
              als Sie es wünschen, ",22,152361,152480,LSch,FEMALE
1997,CATMA_30D354BB-4DD8-49AF-B69C-164D94BEC295_0,CATMA_E2CAD052-4279-4DD1-B22E-14A219D489F4,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,152691,152695,LSch,FEMALE
1998,CATMA_49007D5D-5896-43BF-8F63-BFA384B4C09C,CATMA_E2CAD052-4279-4DD1-B22E-14A219D489F4,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Objekt,single,negativ,negativ,Emotionen des Leids,Leid,die grausame Natur,3,152703,152721,LSch,Nicht-Charakter
1999,CATMA_6A13E47F-522D-4BDB-AD5B-5C646F90E7AA,CATMA_F79CB70C-6DDC-45F4-AA43-48EDD36AA495,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"der
              Southwell",2,152848,152875,LSch,MALE
2000,CATMA_4412A949-3137-4FA8-8555-F2B3ED38B28C_0,CATMA_F79CB70C-6DDC-45F4-AA43-48EDD36AA495,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mir ,1,152881,152885,LSch,FEMALE
2001,CATMA_33D8D169-880F-4594-A0A7-0D727FD6C5EF_0,CATMA_F79CB70C-6DDC-45F4-AA43-48EDD36AA495,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,mir ,1,152881,152885,LSch,FEMALE
2002,CATMA_9274AD61-47E2-4556-BC1E-BE13B7B5F9CC,CATMA_56CDDB1D-18BC-4BAF-B3A0-55A898DB2EC9,Explizites_Target:_Charakter,target,Charakter,explicit,willhelm,single,positiv,positiv,Emotionen der Freude,Freude,der ,1,152984,152988,LSch,MALE
2003,CATMA_444E8DA9-C45A-4E7A-9711-AD1F8535C0BD,CATMA_56CDDB1D-18BC-4BAF-B3A0-55A898DB2EC9,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,mich ,1,153035,153040,LSch,FEMALE
2004,CATMA_06C4FDB8-42AF-415F-AEC3-87BE04F0FD32_0,CATMA_DA195EEF-DACB-4DFA-A3E4-B4F54C3C18F3,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,positiv,positiv,Emotionen der Zuneigung,Liebe,der Southwell,2,153066,153079,LSch,MALE
2005,CATMA_28F56420-B981-40DF-B588-1B63E15CE388,CATMA_DA195EEF-DACB-4DFA-A3E4-B4F54C3C18F3,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie ,1,153085,153089,LSch,FEMALE
2006,CATMA_DA195EEF-DACB-4DFA-A3E4-B4F54C3C18F3,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Ja, es ist der Southwell, der Sie mit dieser väterlichen Zärtlichkeit und Liebe in
              seine Arme schloß, weil er seine zukünftige Gemahlin zu umarmen glaubete.",29,153055,153225,LSch,FEMALE
2007,CATMA_1D5258EE-AAA2-4A4F-92DE-61F37F949015_0,CATMA_809D308A-C9B3-4FA9-A8CA-692A33826924,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,"Sie
",1,153419,153423,LSch,FEMALE
2008,CATMA_809D308A-C9B3-4FA9-A8CA-692A33826924,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,positiv,positiv,Emotionen der Freude,Freude,"der bei alle Ihrer Freude mit einem gewissen Stolze auf Sie
              herabsah, daß Sie seiner Wohltaten nötig hatten",19,153363,153484,LSch,FEMALE
2009,CATMA_8FF11BF5-81B7-4C8F-B908-3F81C54F4AE3_0,CATMA_D5E5E40D-8593-422F-9D24-4AC7B0C6BB57,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ihnen ,1,153490,153496,LSch,FEMALE
2010,CATMA_B63391AB-99B9-457A-B011-92CEC17814D6,CATMA_D5E5E40D-8593-422F-9D24-4AC7B0C6BB57,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,er ,1,153568,153571,LSch,MALE
2011,CATMA_D5E5E40D-8593-422F-9D24-4AC7B0C6BB57,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"der Ihnen ebenso wie die übrige Welt
              mit ebensoviel Verachtung, als er Ihnen vorher Zärtlichkeit erwies, begegnen wird,
              wenn Sie Ihre Schande nicht länger werden verbergen können.
",31,153486,153694,LSch,FEMALE
2012,CATMA_DBB9EEF9-91FD-4307-B848-27DF98A280FC_0,CATMA_2F67D40A-C3D7-4787-B7AB-D7E2D5B4034A,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,153756,153759,LSch,FEMALE
2013,CATMA_AF81E145-E2A0-4260-B404-21C3EA304F71_0,CATMA_2F67D40A-C3D7-4787-B7AB-D7E2D5B4034A,Explizites_Target:_Charakter,target,Charakter,explicit,willhelm,single,negativ,negativ,Emotionen der Ablehnung,Ärger,"ihm
",1,153783,153787,LSch,MALE
2014,CATMA_1988FE6B-C063-4534-8538-6AD4AA6CED25_0,CATMA_CE3F2E8D-6C44-4942-B5FD-C890CA5AB5D5,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,ich,1,153756,153759,LSch,FEMALE
2015,CATMA_147EED6C-EC91-4718-82CF-4677E6BE4667,CATMA_CE3F2E8D-6C44-4942-B5FD-C890CA5AB5D5,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,"die kleinen Martern zu bemerken, mit denen er den Tod fühlen wird",13,153902,153967,LSch,Nicht-Charakter
2016,CATMA_9A200C41-3307-481B-A007-CA36CE41F6D4,CATMA_836B5EA3-8C50-48C6-916D-0005B66BFF5F,Explizites_Target:_Charakter,target,Charakter,explicit,willhelm,single,negativ,negativ,Emotionen des Leids,Leid,er ,1,153973,153976,LSch,MALE
2017,CATMA_836B5EA3-8C50-48C6-916D-0005B66BFF5F,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,"Ist er nicht die
              Ursache meines Unglückes,",8,153969,154025,LSch,FEMALE
2018,CATMA_4F8EAE60-D846-44B7-BE4D-E8C53A1AE419_0,CATMA_15BE3B53-C559-432B-BF52-CDA2A2AE975A_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,Sie ,1,154148,154152,LSch,FEMALE
2019,CATMA_15BE3B53-C559-432B-BF52-CDA2A2AE975A_0,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,negativ,negativ,Emotionen des Leids,Leid,"Diese Stunde ist die einzige, in der Sie noch zwischen der Schande und der
              Glückseligkeit wählen können.",19,154111,154229,LSch,FEMALE
2020,CATMA_4F8EAE60-D846-44B7-BE4D-E8C53A1AE419_1,CATMA_15BE3B53-C559-432B-BF52-CDA2A2AE975A_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Leid,Sie ,1,154705,154709,LSch,FEMALE
2021,CATMA_15BE3B53-C559-432B-BF52-CDA2A2AE975A_1,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,betty,single,negativ,negativ,Emotionen des Leids,Leid,"Lassen Sie diesen Tag vorbeistreichen, so werden Sie keine einige Seele
              mehr zur Gesellschafterin bei Ihren Klagen haben.",20,154698,154833,LSch,FEMALE
2022,CATMA_AE3183DE-B1F0-4374-B25C-48185BEA79BF_0,CATMA_A1023649-6D36-4382-8CAD-820B164AE7A7_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,Sie ,1,154148,154152,LSch,FEMALE
2023,CATMA_560E5A87-89B6-4231-B6A1-653709D37AFE,CATMA_A1023649-6D36-4382-8CAD-820B164AE7A7_0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,positiv,positiv,Emotionen der Freude,Freude,"der Tod
              seines Vaters wird ihn in wenig Augenblicken wieder zu Ihnen zurückebringen.",14,154275,154373,LSch,Nicht-Charakter
2024,CATMA_AE3183DE-B1F0-4374-B25C-48185BEA79BF_2,CATMA_A1023649-6D36-4382-8CAD-820B164AE7A7_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,positiv,positiv,Emotionen der Freude,Freude,Sie ,1,154442,154446,LSch,FEMALE
2025,CATMA_C8BF4D94-53DC-4E43-A8CD-23CA10CDB0E8_0,CATMA_A1023649-6D36-4382-8CAD-820B164AE7A7_1,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,betty,single,positiv,positiv,Emotionen der Freude,Freude,"mich
",1,154477,154482,LSch,FEMALE
2026,CATMA_8A8C22DB-12BE-45CD-B7E3-AC707417B96F_0,CATMA_E4162A5E-D0BE-4343-8C72-EBA8A2114FAA,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich ,1,154945,154950,LSch,FEMALE
2027,CATMA_25F73ACC-D963-4CCB-BFAC-7990035F509D_0,CATMA_E4162A5E-D0BE-4343-8C72-EBA8A2114FAA,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,lucie,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,mich ,1,154945,154950,LSch,FEMALE
2028,CATMA_E4162A5E-D0BE-4343-8C72-EBA8A2114FAA,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,willhelm,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Du aber, o Rache,
              laß mich nicht mehr die ehemalige Zärtlichkeit, laß mich Stolz, laß mich Verachtung in
              seinem Auge lesen, damit sich mein Herz nie an sein törichtes Mitleiden erinnern möge.
",38,154909,155129,LSch,MALE
2029,CATMA_8F37DF66-22E7-4FDF-A263-2F58431E1F28_0,CATMA_F1212D44-E84C-4C82-9557-0E14C6F21A09,Explizites_Target:_Charakter,target,Charakter,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Mitleid,mich ,1,154945,154950,LSch,FEMALE
2030,CATMA_955C3891-0C07-4F12-90B6-726FFA35AF98_0,CATMA_F1212D44-E84C-4C82-9557-0E14C6F21A09,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Mitleid,mich ,1,154945,154950,LSch,FEMALE
2031,CATMA_1020BECA-DBFC-48D6-AB8C-5ACB63DCB139,CATMA_F1212D44-E84C-4C82-9557-0E14C6F21A09,Explizite_Source:_Experiencer,source,Experiencer,explicit,lucie,single,negativ,negativ,Emotionen des Leids,Mitleid,sie ,1,155217,155221,LSch,FEMALE
2032,CATMA_8F5E3A77-AA31-4C84-9050-0D0847C33553,CATMA_F1212D44-E84C-4C82-9557-0E14C6F21A09,Explizite_Source:_Experiencer,source,Experiencer,explicit,willhelm,single,negativ,negativ,Emotionen des Leids,Mitleid,ihn ,1,155244,155248,LSch,MALE
